cid2,cid,dbid,name,dbid2,name2,descr
2554,1188,DB02134,Xanthine,DB00564,Carbamazepine,The serum concentration of Xanthine can be decreased when it is combined with Carbamazepine.
2578,1188,DB02134,Xanthine,DB00262,Carmustine,The metabolism of Xanthine can be decreased when combined with Carmustine.
2585,1188,DB02134,Xanthine,DB01136,Carvedilol,The risk or severity of adverse effects can be increased when Carvedilol is combined with Xanthine.
2663,1188,DB02134,Xanthine,DB04846,Celiprolol,The risk or severity of adverse effects can be increased when Celiprolol is combined with Xanthine.
2712,1188,DB02134,Xanthine,DB00475,Chlordiazepoxide,The therapeutic efficacy of Chlordiazepoxide can be decreased when used in combination with Xanthine.
2726,1188,DB02134,Xanthine,DB00477,Chlorpromazine,The metabolism of Xanthine can be decreased when combined with Chlorpromazine.
2733,1188,DB02134,Xanthine,DB00356,Chlorzoxazone,The metabolism of Xanthine can be decreased when combined with Chlorzoxazone.
2754,1188,DB02134,Xanthine,DB01166,Cilostazol,The metabolism of Xanthine can be decreased when combined with Cilostazol.
2756,1188,DB02134,Xanthine,DB00501,Cimetidine,The metabolism of Xanthine can be decreased when combined with Cimetidine.
2761,1188,DB02134,Xanthine,DB00568,Cinnarizine,The metabolism of Xanthine can be decreased when combined with Cinnarizine.
2762,1188,DB02134,Xanthine,DB00827,Cinoxacin,The metabolism of Xanthine can be decreased when combined with Cinoxacin.
2764,1188,DB02134,Xanthine,DB00537,Ciprofloxacin,The serum concentration of Xanthine can be increased when it is combined with Ciprofloxacin.
2771,1188,DB02134,Xanthine,DB00215,Citalopram,The metabolism of Xanthine can be decreased when combined with Citalopram.
2783,1188,DB02134,Xanthine,DB01407,Clenbuterol,The risk or severity of adverse effects can be increased when Clenbuterol is combined with Xanthine.
2789,1188,DB02134,Xanthine,DB00349,Clobazam,The therapeutic efficacy of Clobazam can be decreased when used in combination with Xanthine.
2801,1188,DB02134,Xanthine,DB01242,Clomipramine,The metabolism of Xanthine can be decreased when combined with Clomipramine.
2802,1188,DB02134,Xanthine,DB01068,Clonazepam,The therapeutic efficacy of Clonazepam can be decreased when used in combination with Xanthine.
2803,1188,DB02134,Xanthine,DB00575,Clonidine,The metabolism of Xanthine can be decreased when combined with Clonidine.
2809,1188,DB02134,Xanthine,DB00628,Clorazepic acid,The therapeutic efficacy of Clorazepic acid can be decreased when used in combination with Xanthine.
2811,1188,DB02134,Xanthine,DB01559,Clotiazepam,The therapeutic efficacy of Clotiazepam can be decreased when used in combination with Xanthine.
2816,1188,DB02134,Xanthine,DB01553,Cloxazolam,The therapeutic efficacy of Cloxazolam can be decreased when used in combination with Xanthine.
2818,1188,DB02134,Xanthine,DB00363,Clozapine,The metabolism of Xanthine can be decreased when combined with Clozapine.
2895,1188,DB02134,Xanthine,DB00924,Cyclobenzaprine,The metabolism of Xanthine can be decreased when combined with Cyclobenzaprine.
2997,1188,DB02134,Xanthine,DB14028,Nordazepam,The therapeutic efficacy of Nordazepam can be decreased when used in combination with Xanthine.
3007,1188,DB02134,Xanthine,DB00182,Amphetamine,The risk or severity of adverse effects can be increased when Amphetamine is combined with Xanthine.
3016,1188,DB02134,Xanthine,DB00829,Diazepam,The therapeutic efficacy of Diazepam can be decreased when used in combination with Xanthine.
3033,1188,DB02134,Xanthine,DB00586,Diclofenac,The metabolism of Xanthine can be decreased when combined with Diclofenac.
3105,1188,DB02134,Xanthine,DB00449,Dipivefrin,The risk or severity of hypokalemia can be increased when Xanthine is combined with Dipivefrin.
3114,1188,DB02134,Xanthine,DB00280,Disopyramide,The metabolism of Xanthine can be decreased when combined with Disopyramide.
3117,1188,DB02134,Xanthine,DB00822,Disulfiram,The serum concentration of Xanthine can be increased when it is combined with Disulfiram.
3121,1188,DB02134,Xanthine,DB00313,Valproic acid,Valproic acid may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
3151,1188,DB02134,Xanthine,DB01184,Domperidone,The metabolism of Xanthine can be decreased when combined with Domperidone.
3229,1188,DB02134,Xanthine,DB00467,Enoxacin,The metabolism of Xanthine can be decreased when combined with Enoxacin.
3261,1188,DB02134,Xanthine,DB01215,Estazolam,The therapeutic efficacy of Estazolam can be decreased when used in combination with Xanthine.
3291,1188,DB02134,Xanthine,DB00593,Ethosuximide,Ethosuximide may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
3292,1188,DB02134,Xanthine,DB00754,Ethotoin,Ethotoin may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
3299,1188,DB02134,Xanthine,DB01545,Ethyl loflazepate,The therapeutic efficacy of Ethyl loflazepate can be decreased when used in combination with Xanthine.
3306,1188,DB02134,Xanthine,DB08985,Etilefrine,The risk or severity of adverse effects can be increased when Etilefrine is combined with Xanthine.
3307,1188,DB02134,Xanthine,DB09166,Etizolam,The therapeutic efficacy of Etizolam can be decreased when used in combination with Xanthine.
3325,1188,DB02134,Xanthine,DB00927,Famotidine,The metabolism of Xanthine can be decreased when combined with Famotidine.
3331,1188,DB02134,Xanthine,DB00949,Felbamate,Felbamate may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
3337,1188,DB02134,Xanthine,DB00574,Fenfluramine,Fenfluramine may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
3343,1188,DB02134,Xanthine,DB01288,Fenoterol,The risk or severity of adverse effects can be increased when Fenoterol is combined with Xanthine.
3356,1188,DB02134,Xanthine,DB01195,Flecainide,The metabolism of Xanthine can be decreased when combined with Flecainide.
3357,1188,DB02134,Xanthine,DB04576,Fleroxacin,The metabolism of Xanthine can be decreased when combined with Fleroxacin.
3369,1188,DB02134,Xanthine,DB01567,Fludiazepam,The therapeutic efficacy of Fludiazepam can be decreased when used in combination with Xanthine.
3374,1188,DB02134,Xanthine,DB08972,Flumequine,The metabolism of Xanthine can be decreased when combined with Flumequine.
3380,1188,DB02134,Xanthine,DB01544,Flunitrazepam,The therapeutic efficacy of Flunitrazepam can be decreased when used in combination with Xanthine.
3385,1188,DB02134,Xanthine,DB00544,Fluorouracil,The metabolism of Xanthine can be decreased when combined with Fluorouracil.
3386,1188,DB02134,Xanthine,DB00472,Fluoxetine,The metabolism of Xanthine can be decreased when combined with Fluoxetine.
3393,1188,DB02134,Xanthine,DB00690,Flurazepam,The therapeutic efficacy of Flurazepam can be decreased when used in combination with Xanthine.
3397,1188,DB02134,Xanthine,DB00499,Flutamide,The metabolism of Xanthine can be decreased when combined with Flutamide.
3404,1188,DB02134,Xanthine,DB00176,Fluvoxamine,The metabolism of Xanthine can be decreased when combined with Fluvoxamine.
3410,1188,DB02134,Xanthine,DB00983,Formoterol,The risk or severity of hypokalemia can be increased when Xanthine is combined with Formoterol.
3446,1188,DB02134,Xanthine,DB00996,Gabapentin,Gabapentin may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
3448,1188,DB02134,Xanthine,DB06554,Gaboxadol,Gaboxadol may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
3463,1188,DB02134,Xanthine,DB01241,Gemfibrozil,The metabolism of Xanthine can be decreased when combined with Gemfibrozil.
3517,1188,DB02134,Xanthine,DB00629,Guanabenz,The metabolism of Xanthine can be decreased when combined with Guanabenz.
3559,1188,DB02134,Xanthine,DB00502,Haloperidol,The metabolism of Xanthine can be decreased when combined with Haloperidol.
3608,1188,DB02134,Xanthine,DB01355,Hexobarbital,The serum concentration of Xanthine can be decreased when it is combined with Hexobarbital.
3609,1188,DB02134,Xanthine,DB08957,Hexoprenaline,The risk or severity of hypokalemia can be increased when Xanthine is combined with Hexoprenaline.
3651,1188,DB02134,Xanthine,DB09352,Hydroxyamphetamine,The risk or severity of adverse effects can be increased when Hydroxyamphetamine is combined with Xanthine.
3676,1188,DB02134,Xanthine,DB00281,Lidocaine,The metabolism of Xanthine can be decreased when combined with Lidocaine.
3677,1188,DB02134,Xanthine,DB01365,Mephentermine,The risk or severity of adverse effects can be increased when Mephentermine is combined with Xanthine.
3689,1188,DB02134,Xanthine,DB08954,Ifenprodil,Ifenprodil may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
3696,1188,DB02134,Xanthine,DB00458,Imipramine,The metabolism of Xanthine can be decreased when combined with Imipramine.
3762,1188,DB02134,Xanthine,DB00221,Isoetharine,The risk or severity of hypokalemia can be increased when Xanthine is combined with Isoetharine.
3767,1188,DB02134,Xanthine,DB00951,Isoniazid,The serum concentration of Xanthine can be increased when it is combined with Isoniazid.
3779,1188,DB02134,Xanthine,DB01064,Isoprenaline,The serum concentration of Xanthine can be decreased when it is combined with Isoprenaline.
3823,1188,DB02134,Xanthine,DB01026,Ketoconazole,The metabolism of Xanthine can be decreased when combined with Ketoconazole.
3869,1188,DB02134,Xanthine,DB00598,Labetalol,The risk or severity of adverse effects can be increased when Labetalol is combined with Xanthine.
3878,1188,DB02134,Xanthine,DB00555,Lamotrigine,Lamotrigine may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
3899,1188,DB02134,Xanthine,DB01097,Leflunomide,The serum concentration of Xanthine can be decreased when it is combined with Leflunomide.
3939,1188,DB02134,Xanthine,DB14506,Lithium hydroxide,The serum concentration of Lithium hydroxide can be decreased when it is combined with Xanthine.
3948,1188,DB02134,Xanthine,DB00978,Lomefloxacin,The metabolism of Xanthine can be decreased when combined with Lomefloxacin.
3958,1188,DB02134,Xanthine,DB00186,Lorazepam,The therapeutic efficacy of Lorazepam can be decreased when used in combination with Xanthine.
4011,1188,DB02134,Xanthine,DB00934,Maprotiline,The metabolism of Xanthine can be decreased when combined with Maprotiline.
4041,1188,DB02134,Xanthine,DB13437,Medazepam,The therapeutic efficacy of Medazepam can be decreased when used in combination with Xanthine.
4044,1188,DB02134,Xanthine,DB00784,Mefenamic acid,The metabolism of Xanthine can be decreased when combined with Mefenamic acid.
4060,1188,DB02134,Xanthine,DB00532,Mephenytoin,Mephenytoin may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
4086,1188,DB02134,Xanthine,DB00816,Orciprenaline,The risk or severity of adverse effects can be increased when Orciprenaline is combined with Xanthine.
4099,1188,DB02134,Xanthine,DB00463,Metharbital,Metharbital may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
4114,1188,DB02134,Xanthine,DB00553,Methoxsalen,The metabolism of Xanthine can be decreased when combined with Methoxsalen.
4117,1188,DB02134,Xanthine,DB13624,Methoxyphenamine,The risk or severity of adverse effects can be increased when Methoxyphenamine is combined with Xanthine.
4168,1188,DB02134,Xanthine,DB01233,Metoclopramide,The metabolism of Xanthine can be decreased when combined with Metoclopramide.
4171,1188,DB02134,Xanthine,DB00264,Metoprolol,The risk or severity of adverse effects can be increased when Metoprolol is combined with Xanthine.
4178,1188,DB02134,Xanthine,DB00379,Mexiletine,The metabolism of Xanthine can be decreased when combined with Mexiletine.
4184,1188,DB02134,Xanthine,DB06148,Mianserin,The metabolism of Mianserin can be decreased when combined with Xanthine.
4192,1188,DB02134,Xanthine,DB00683,Midazolam,The therapeutic efficacy of Midazolam can be decreased when used in combination with Xanthine.
4195,1188,DB02134,Xanthine,DB00211,Midodrine,The risk or severity of adverse effects can be increased when Midodrine is combined with Xanthine.
4205,1188,DB02134,Xanthine,DB00370,Mirtazapine,The metabolism of Xanthine can be decreased when combined with Mirtazapine.
4409,1188,DB02134,Xanthine,DB00461,Nabumetone,The metabolism of Xanthine can be decreased when combined with Nabumetone.
4421,1188,DB02134,Xanthine,DB00779,Nalidixic acid,The metabolism of Xanthine can be decreased when combined with Nalidixic acid.
4436,1188,DB02134,Xanthine,DB06711,Naphazoline,The risk or severity of adverse effects can be increased when Naphazoline is combined with Xanthine.
4463,1188,DB02134,Xanthine,DB00238,Nevirapine,The metabolism of Xanthine can be decreased when combined with Nevirapine.
4477,1188,DB02134,Xanthine,DB06803,Niclosamide,The metabolism of Xanthine can be decreased when combined with Niclosamide.
4485,1188,DB02134,Xanthine,DB01115,Nifedipine,The metabolism of Xanthine can be decreased when combined with Nifedipine.
4506,1188,DB02134,Xanthine,DB01595,Nitrazepam,The therapeutic efficacy of Nitrazepam can be decreased when used in combination with Xanthine.
4539,1188,DB02134,Xanthine,DB01059,Norfloxacin,The metabolism of Xanthine can be decreased when combined with Norfloxacin.
4567,1188,DB02134,Xanthine,DB06152,Nylidrin,The risk or severity of adverse effects can be increased when Nylidrin is combined with Xanthine.
4578,1188,DB02134,Xanthine,DB11919,6-O-benzylguanine,The metabolism of 6-O-benzylguanine can be decreased when combined with Xanthine.
4583,1188,DB02134,Xanthine,DB01165,Ofloxacin,The metabolism of Xanthine can be decreased when combined with Ofloxacin.
4585,1188,DB02134,Xanthine,DB00334,Olanzapine,The metabolism of Xanthine can be decreased when combined with Olanzapine.
4595,1188,DB02134,Xanthine,DB00904,Ondansetron,The metabolism of Xanthine can be decreased when combined with Ondansetron.
4601,1188,DB02134,Xanthine,DB01173,Orphenadrine,The metabolism of Xanthine can be decreased when combined with Orphenadrine.
4616,1188,DB02134,Xanthine,DB00842,Oxazepam,The therapeutic efficacy of Oxazepam can be decreased when used in combination with Xanthine.
4628,1188,DB02134,Xanthine,DB13627,Oxolinic acid,The metabolism of Xanthine can be decreased when combined with Oxolinic acid.
4631,1188,DB02134,Xanthine,DB01580,Oxprenolol,The risk or severity of adverse effects can be increased when Oxprenolol is combined with Xanthine.
4636,1188,DB02134,Xanthine,DB00935,Oxymetazoline,The risk or severity of adverse effects can be increased when Oxymetazoline is combined with Xanthine.
4725,1188,DB02134,Xanthine,DB00299,Penciclovir,The metabolism of Xanthine can be decreased when combined with Penciclovir.
4737,1188,DB02134,Xanthine,DB00312,Pentobarbital,The serum concentration of Xanthine can be decreased when it is combined with Pentobarbital.
4740,1188,DB02134,Xanthine,DB00806,Pentoxifylline,The serum concentration of Xanthine can be increased when it is combined with Pentoxifylline.
4748,1188,DB02134,Xanthine,DB00850,Perphenazine,The metabolism of Xanthine can be decreased when combined with Perphenazine.
4753,1188,DB02134,Xanthine,DB01121,Phenacemide,Phenacemide may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
4754,1188,DB02134,Xanthine,DB03783,Phenacetin,The metabolism of Phenacetin can be decreased when combined with Xanthine.
4762,1188,DB02134,Xanthine,DB00830,Phenmetrazine,The risk or severity of adverse effects can be increased when Phenmetrazine is combined with Xanthine.
4763,1188,DB02134,Xanthine,DB01174,Phenobarbital,The serum concentration of Xanthine can be decreased when it is combined with Phenobarbital.
4771,1188,DB02134,Xanthine,DB00191,Phentermine,The risk or severity of adverse effects can be increased when Phentermine is combined with Xanthine.
4828,1188,DB02134,Xanthine,DB00960,Pindolol,The risk or severity of adverse effects can be increased when Pindolol is combined with Xanthine.
4831,1188,DB02134,Xanthine,DB13823,Pipemidic acid,The metabolism of Xanthine can be decreased when combined with Pipemidic acid.
4845,1188,DB02134,Xanthine,DB01291,Pirbuterol,The risk or severity of hypokalemia can be increased when Xanthine is combined with Pirbuterol.
4875,1188,DB02134,Xanthine,DB06715,Potassium Iodide,Potassium Iodide may decrease the excretion rate of Xanthine which could result in a higher serum level.
4883,1188,DB02134,Xanthine,DB01297,Practolol,The risk or severity of adverse effects can be increased when Practolol is combined with Xanthine.
4890,1188,DB02134,Xanthine,DB01588,Prazepam,The therapeutic efficacy of Prazepam can be decreased when used in combination with Xanthine.
4891,1188,DB02134,Xanthine,DB01058,Praziquantel,The metabolism of Xanthine can be decreased when combined with Praziquantel.
4908,1188,DB02134,Xanthine,DB01087,Primaquine,The metabolism of Xanthine can be increased when combined with Primaquine.
4909,1188,DB02134,Xanthine,DB00794,Primidone,The metabolism of Xanthine can be increased when combined with Primidone.
4911,1188,DB02134,Xanthine,DB01032,Probenecid,The serum concentration of Xanthine can be increased when it is combined with Probenecid.
4926,1188,DB02134,Xanthine,DB00420,Promazine,The metabolism of Xanthine can be decreased when combined with Promazine.
4932,1188,DB02134,Xanthine,DB01182,Propafenone,The serum concentration of Xanthine can be increased when it is combined with Propafenone.
4938,1188,DB02134,Xanthine,DB06479,Propentofylline,The metabolism of Propentofylline can be decreased when combined with Xanthine.
4946,1188,DB02134,Xanthine,DB00571,Propranolol,The risk or severity of adverse effects can be increased when Propranolol is combined with Xanthine.
4969,1188,DB02134,Xanthine,DB06814,Protokylol,The risk or severity of hypokalemia can be increased when Xanthine is combined with Protokylol.
4977,1188,DB02134,Xanthine,DB13449,Proxyphylline,The metabolism of Proxyphylline can be decreased when combined with Xanthine.
4999,1188,DB02134,Xanthine,DB01589,Quazepam,The therapeutic efficacy of Quazepam can be decreased when used in combination with Xanthine.
5070,1188,DB02134,Xanthine,DB00740,Riluzole,Riluzole may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
5090,1188,DB02134,Xanthine,DB00533,Rofecoxib,The serum concentration of Xanthine can be increased when it is combined with Rofecoxib.
5152,1188,DB02134,Xanthine,DB00938,Salmeterol,The risk or severity of hypokalemia can be increased when Xanthine is combined with Salmeterol.
5193,1188,DB02134,Xanthine,DB00418,Secobarbital,The serum concentration of Xanthine can be decreased when it is combined with Secobarbital.
5253,1188,DB02134,Xanthine,DB00489,Sotalol,The risk or severity of adverse effects can be increased when Sotalol is combined with Xanthine.
5291,1188,DB02134,Xanthine,DB00619,Imatinib,The metabolism of Xanthine can be decreased when combined with Imatinib.
5356,1188,DB02134,Xanthine,DB08329,Sulthiame,Sulthiame may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
5379,1188,DB02134,Xanthine,DB01044,Gatifloxacin,The metabolism of Xanthine can be decreased when combined with Gatifloxacin.
5386,1188,DB02134,Xanthine,DB09256,Tegafur,The metabolism of Tegafur can be decreased when combined with Xanthine.
5391,1188,DB02134,Xanthine,DB00231,Temazepam,The therapeutic efficacy of Temazepam can be decreased when used in combination with Xanthine.
5403,1188,DB02134,Xanthine,DB00871,Terbutaline,The risk or severity of adverse effects can be increased when Terbutaline is combined with Xanthine.
5419,1188,DB02134,Xanthine,DB06764,Tetryzoline,The risk or severity of adverse effects can be increased when Tetryzoline is combined with Xanthine.
5429,1188,DB02134,Xanthine,DB01412,Theobromine,The metabolism of Xanthine can be decreased when combined with Theobromine.
5430,1188,DB02134,Xanthine,DB00730,Thiabendazole,The metabolism of Xanthine can be decreased when combined with Thiabendazole.
5472,1188,DB02134,Xanthine,DB00208,Ticlopidine,The metabolism of Xanthine can be decreased when combined with Ticlopidine.
5487,1188,DB02134,Xanthine,DB00697,Tizanidine,Tizanidine may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
5524,1188,DB02134,Xanthine,DB13064,Tramazoline,The risk or severity of adverse effects can be increased when Tramazoline is combined with Xanthine.
5546,1188,DB02134,Xanthine,DB00384,Triamterene,The metabolism of Xanthine can be decreased when combined with Triamterene.
5556,1188,DB02134,Xanthine,DB00897,Triazolam,The therapeutic efficacy of Triazolam can be decreased when used in combination with Xanthine.
5566,1188,DB02134,Xanthine,DB00831,Trifluoperazine,The metabolism of Xanthine can be decreased when combined with Trifluoperazine.
5576,1188,DB02134,Xanthine,DB00347,Trimethadione,Trimethadione may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
5610,1188,DB02134,Xanthine,DB08841,Tyramine,The risk or severity of adverse effects can be increased when Tyramine is combined with Xanthine.
5665,1188,DB02134,Xanthine,DB01080,Vigabatrin,Vigabatrin may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
5666,1188,DB02134,Xanthine,DB09185,Viloxazine,The metabolism of Xanthine can be decreased when combined with Viloxazine.
5717,1188,DB02134,Xanthine,DB00549,Zafirlukast,The serum concentration of Zafirlukast can be decreased when it is combined with Xanthine.
5719,1188,DB02134,Xanthine,DB00962,Zaleplon,Zaleplon may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
5732,1188,DB02134,Xanthine,DB00425,Zolpidem,The metabolism of Xanthine can be decreased when combined with Zolpidem.
5734,1188,DB02134,Xanthine,DB00909,Zonisamide,Zonisamide may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
5736,1188,DB02134,Xanthine,DB09225,Zotepine,The metabolism of Zotepine can be decreased when combined with Xanthine.
5757,1188,DB02134,Xanthine,DB00783,Estradiol,The metabolism of Xanthine can be decreased when combined with Estradiol.
5803,1188,DB02134,Xanthine,DB03604,Tiratricol,Tiratricol may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
5816,1188,DB02134,Xanthine,DB00668,Epinephrine,The risk or severity of adverse effects can be increased when Epinephrine is combined with Xanthine.
5819,1188,DB02134,Xanthine,DB00451,Levothyroxine,Levothyroxine may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
5826,1188,DB02134,Xanthine,DB01576,Dextroamphetamine,The risk or severity of adverse effects can be increased when Dextroamphetamine is combined with Xanthine.
5906,1188,DB02134,Xanthine,DB00610,Metaraminol,The risk or severity of adverse effects can be increased when Metaraminol is combined with Xanthine.
5920,1188,DB02134,Xanthine,DB00279,Liothyronine,Liothyronine may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
5991,1188,DB02134,Xanthine,DB00977,Ethinylestradiol,The metabolism of Xanthine can be decreased when combined with Ethinylestradiol.
6009,1188,DB02134,Xanthine,DB01424,Aminophenazone,The metabolism of Xanthine can be decreased when combined with Aminophenazone.
6041,1188,DB02134,Xanthine,DB00388,Phenylephrine,The risk or severity of adverse effects can be increased when Phenylephrine is combined with Xanthine.
6082,1188,DB02134,Xanthine,DB00723,Methoxamine,The risk or severity of adverse effects can be increased when Methoxamine is combined with Xanthine.
6099,1188,DB02134,Xanthine,DB09241,Methylene blue,The metabolism of Xanthine can be increased when combined with Methylene blue.
6476,1188,DB02134,Xanthine,DB05246,Methsuximide,Methsuximide may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
6839,1188,DB02134,Xanthine,DB00832,Phensuximide,Phensuximide may increase the excretion rate of Xanthine which could result in a lower serum level and potentially a reduction in efficacy.
