cid2,cid,dbid,name,dbid2,name2,descr
2520,702,DB00898,Ethanol,DB00661,Verapamil,The serum concentration of Ethanol can be increased when it is combined with Verapamil.
2540,702,DB00898,Ethanol,DB00796,Candesartan cilexetil,Ethanol may increase the hypotensive activities of Candesartan cilexetil.
2541,702,DB00898,Ethanol,DB13919,Candesartan,The metabolism of Candesartan can be decreased when combined with Ethanol.
2543,702,DB00898,Ethanol,DB14737,Cannabinol,The risk or severity of adverse effects can be increased when Cannabinol is combined with Ethanol.
2554,702,DB00898,Ethanol,DB00564,Carbamazepine,Carbamazepine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2564,702,DB00898,Ethanol,DB00748,Carbinoxamine,Carbinoxamine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2576,702,DB00898,Ethanol,DB00395,Carisoprodol,Carisoprodol may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2578,702,DB00898,Ethanol,DB00262,Carmustine,The metabolism of Ethanol can be decreased when combined with Carmustine.
2581,702,DB00898,Ethanol,DB00821,Carprofen,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Carprofen.
2585,702,DB00898,Ethanol,DB01136,Carvedilol,Ethanol may increase the hypotensive activities of Carvedilol.
2662,702,DB00898,Ethanol,DB00482,Celecoxib,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Celecoxib.
2678,702,DB00898,Ethanol,DB00341,Cetirizine,Cetirizine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2707,702,DB00898,Ethanol,DB01563,Chloral hydrate,Chloral hydrate may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2712,702,DB00898,Ethanol,DB00475,Chlordiazepoxide,Chlordiazepoxide may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2717,702,DB00898,Ethanol,DB01178,Chlormezanone,Chlormezanone may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2719,702,DB00898,Ethanol,DB00608,Chloroquine,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Chloroquine is combined with Ethanol."
2720,702,DB00898,Ethanol,DB00880,Chlorothiazide,The risk or severity of hypotension and orthostatic hypotension can be increased when Ethanol is combined with Chlorothiazide.
2725,702,DB00898,Ethanol,DB01114,Chlorpheniramine,Chlorpheniramine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2726,702,DB00898,Ethanol,DB00477,Chlorpromazine,Chlorpromazine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2727,702,DB00898,Ethanol,DB00672,Chlorpropamide,The risk or severity of adverse effects can be increased when Chlorpropamide is combined with Ethanol.
2732,702,DB00898,Ethanol,DB00310,Chlorthalidone,The risk or severity of hypotension and orthostatic hypotension can be increased when Ethanol is combined with Chlorthalidone.
2733,702,DB00898,Ethanol,DB00356,Chlorzoxazone,Chlorzoxazone may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2754,702,DB00898,Ethanol,DB01166,Cilostazol,The serum concentration of Cilostazol can be increased when it is combined with Ethanol.
2756,702,DB00898,Ethanol,DB00501,Cimetidine,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Cimetidine is combined with Ethanol."
2761,702,DB00898,Ethanol,DB00568,Cinnarizine,The metabolism of Ethanol can be decreased when combined with Cinnarizine.
2762,702,DB00898,Ethanol,DB00827,Cinoxacin,The metabolism of Ethanol can be decreased when combined with Cinoxacin.
2763,702,DB00898,Ethanol,DB09064,Ciprofibrate,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Ethanol is combined with Ciprofibrate."
2764,702,DB00898,Ethanol,DB00537,Ciprofloxacin,The metabolism of Ethanol can be decreased when combined with Ciprofloxacin.
2771,702,DB00898,Ethanol,DB00215,Citalopram,Citalopram may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2784,702,DB00898,Ethanol,DB00771,Clidinium,Clidinium may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2789,702,DB00898,Ethanol,DB00349,Clobazam,"The risk or severity of sedation, somnolence, and CNS depression can be increased when Clobazam is combined with Ethanol."
2796,702,DB00898,Ethanol,DB00636,Clofibrate,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Clofibrate is combined with Ethanol."
2801,702,DB00898,Ethanol,DB01242,Clomipramine,Clomipramine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2802,702,DB00898,Ethanol,DB01068,Clonazepam,Clonazepam may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2803,702,DB00898,Ethanol,DB00575,Clonidine,Ethanol may increase the central nervous system depressant (CNS depressant) activities of Clonidine.
2809,702,DB00898,Ethanol,DB00628,Clorazepic acid,Clorazepic acid may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2811,702,DB00898,Ethanol,DB01559,Clotiazepam,Clotiazepam may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2816,702,DB00898,Ethanol,DB01553,Cloxazolam,Cloxazolam may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2818,702,DB00898,Ethanol,DB00363,Clozapine,Clozapine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2833,702,DB00898,Ethanol,DB01394,Colchicine,The metabolism of Colchicine can be decreased when combined with Ethanol.
2895,702,DB00898,Ethanol,DB00924,Cyclobenzaprine,Cyclobenzaprine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2904,702,DB00898,Ethanol,DB13532,Cyclopenthiazide,The risk or severity of hypotension and orthostatic hypotension can be increased when Ethanol is combined with Cyclopenthiazide.
2907,702,DB00898,Ethanol,DB00531,Cyclophosphamide,The metabolism of Cyclophosphamide can be increased when combined with Ethanol.
2913,702,DB00898,Ethanol,DB00434,Cyproheptadine,Cyproheptadine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2955,702,DB00898,Ethanol,DB00250,Dapsone,The metabolism of Dapsone can be decreased when combined with Ethanol.
2968,702,DB00898,Ethanol,DB01245,Decamethonium,Decamethonium may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2995,702,DB00898,Ethanol,DB01151,Desipramine,Desipramine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
2997,702,DB00898,Ethanol,DB14028,Nordazepam,Nordazepam may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3016,702,DB00898,Ethanol,DB00829,Diazepam,Diazepam may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3019,702,DB00898,Ethanol,DB01119,Diazoxide,Ethanol may increase the hypotensive activities of Diazoxide.
3025,702,DB00898,Ethanol,DB00527,Cinchocaine,Cinchocaine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3033,702,DB00898,Ethanol,DB00586,Diclofenac,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Diclofenac.
3038,702,DB00898,Ethanol,DB01144,Diclofenamide,Ethanol may increase the hypotensive activities of Diclofenamide.
3054,702,DB00898,Ethanol,DB00255,Diethylstilbestrol,The metabolism of Ethanol can be decreased when combined with Diethylstilbestrol.
3059,702,DB00898,Ethanol,DB00861,Diflunisal,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Diflunisal.
3100,702,DB00898,Ethanol,DB01075,Diphenhydramine,Diphenhydramine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3108,702,DB00898,Ethanol,DB00975,Dipyridamole,Ethanol may increase the hypotensive activities of Dipyridamole.
3114,702,DB00898,Ethanol,DB00280,Disopyramide,The metabolism of Ethanol can be decreased when combined with Disopyramide.
3117,702,DB00898,Ethanol,DB00822,Disulfiram,The risk or severity of adverse effects can be increased when Disulfiram is combined with Ethanol.
3121,702,DB00898,Ethanol,DB00313,Valproic acid,Valproic acid may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3151,702,DB00898,Ethanol,DB01184,Domperidone,The metabolism of Domperidone can be decreased when combined with Ethanol.
3152,702,DB00898,Ethanol,DB00843,Donepezil,Donepezil may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3157,702,DB00898,Ethanol,DB00590,Doxazosin,Ethanol may increase the hypotensive activities of Doxazosin.
3168,702,DB00898,Ethanol,DB00450,Droperidol,Droperidol may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3180,702,DB00898,Ethanol,DB00645,Dyclonine,Dyclonine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3191,702,DB00898,Ethanol,DB11742,Ebastine,The metabolism of Ebastine can be increased when combined with Ethanol.
3194,702,DB00898,Ethanol,DB12610,Ebselen,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Ebselen.
3226,702,DB00898,Ethanol,DB00228,Enflurane,Enflurane may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3229,702,DB00898,Ethanol,DB00467,Enoxacin,The metabolism of Ethanol can be decreased when combined with Enoxacin.
3236,702,DB00898,Ethanol,DB08992,Eperisone,Eperisone may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3241,702,DB00898,Ethanol,DB00751,Epinastine,Epinastine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3242,702,DB00898,Ethanol,DB08991,Epirizole,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Epirizole.
3261,702,DB00898,Ethanol,DB01215,Estazolam,Estazolam may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3278,702,DB00898,Ethanol,DB00903,Etacrynic acid,Ethanol may increase the hypotensive activities of Etacrynic acid.
3282,702,DB00898,Ethanol,DB13544,Ethenzamide,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Ethenzamide.
3283,702,DB00898,Ethanol,DB13598,Diethyl ether,Diethyl ether may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3291,702,DB00898,Ethanol,DB00593,Ethosuximide,Ethosuximide may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3292,702,DB00898,Ethanol,DB00754,Ethotoin,Ethotoin may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3299,702,DB00898,Ethanol,DB01545,Ethyl loflazepate,Ethyl loflazepate may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3307,702,DB00898,Ethanol,DB09166,Etizolam,Etizolam may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3308,702,DB00898,Ethanol,DB00749,Etodolac,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Etodolac.
3325,702,DB00898,Ethanol,DB00927,Famotidine,The metabolism of Ethanol can be decreased when combined with Famotidine.
3331,702,DB00898,Ethanol,DB00949,Felbamate,Felbamate may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3333,702,DB00898,Ethanol,DB01023,Felodipine,Ethanol may increase the hypotensive activities of Felodipine.
3335,702,DB00898,Ethanol,DB08981,Fenbufen,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Fenbufen.
3337,702,DB00898,Ethanol,DB00574,Fenfluramine,Fenfluramine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3339,702,DB00898,Ethanol,DB01039,Fenofibrate,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Ethanol is combined with Fenofibrate."
3341,702,DB00898,Ethanol,DB00800,Fenoldopam,Ethanol may increase the hypotensive activities of Fenoldopam.
3342,702,DB00898,Ethanol,DB00573,Fenoprofen,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Fenoprofen.
3345,702,DB00898,Ethanol,DB00813,Fentanyl,Fentanyl may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3356,702,DB00898,Ethanol,DB01195,Flecainide,The metabolism of Flecainide can be decreased when combined with Ethanol.
3365,702,DB00898,Ethanol,DB00196,Fluconazole,The metabolism of Ethanol can be decreased when combined with Fluconazole.
3369,702,DB00898,Ethanol,DB01567,Fludiazepam,Fludiazepam may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3372,702,DB00898,Ethanol,DB00623,Fluphenazine,Fluphenazine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3374,702,DB00898,Ethanol,DB08972,Flumequine,The metabolism of Ethanol can be decreased when combined with Flumequine.
3380,702,DB00898,Ethanol,DB01544,Flunitrazepam,Flunitrazepam may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3385,702,DB00898,Ethanol,DB00544,Fluorouracil,The metabolism of Ethanol can be decreased when combined with Fluorouracil.
3386,702,DB00898,Ethanol,DB00472,Fluoxetine,Fluoxetine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3393,702,DB00898,Ethanol,DB00690,Flurazepam,Flurazepam may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3394,702,DB00898,Ethanol,DB00712,Flurbiprofen,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Flurbiprofen.
3395,702,DB00898,Ethanol,DB14938,Flurbiprofen axetil,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Flurbiprofen axetil.
3396,702,DB00898,Ethanol,DB04842,Fluspirilene,Fluspirilene may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3397,702,DB00898,Ethanol,DB00499,Flutamide,The metabolism of Ethanol can be decreased when combined with Flutamide.
3404,702,DB00898,Ethanol,DB00176,Fluvoxamine,Fluvoxamine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3406,702,DB00898,Ethanol,DB01213,Fomepizole,The metabolism of Ethanol can be decreased when combined with Fomepizole.
3410,702,DB00898,Ethanol,DB00983,Formoterol,The metabolism of Formoterol can be decreased when combined with Ethanol.
3435,702,DB00898,Ethanol,DB00614,Furazolidone,Furazolidone may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3440,702,DB00898,Ethanol,DB00695,Furosemide,Ethanol may increase the hypotensive activities of Furosemide.
3446,702,DB00898,Ethanol,DB00996,Gabapentin,Gabapentin may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3448,702,DB00898,Ethanol,DB06554,Gaboxadol,Gaboxadol may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3454,702,DB00898,Ethanol,DB01004,Ganciclovir,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Ethanol is combined with Ganciclovir."
3463,702,DB00898,Ethanol,DB01241,Gemfibrozil,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Ethanol is combined with Gemfibrozil."
3475,702,DB00898,Ethanol,DB01120,Gliclazide,The risk or severity of adverse effects can be increased when Gliclazide is combined with Ethanol.
3476,702,DB00898,Ethanol,DB00222,Glimepiride,The risk or severity of adverse effects can be increased when Glimepiride is combined with Ethanol.
3478,702,DB00898,Ethanol,DB01067,Glipizide,The risk or severity of adverse effects can be increased when Glipizide is combined with Ethanol.
3487,702,DB00898,Ethanol,DB01437,Glutethimide,Glutethimide may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3488,702,DB00898,Ethanol,DB01016,Glyburide,The risk or severity of adverse effects can be increased when Glyburide is combined with Ethanol.
3503,702,DB00898,Ethanol,DB13044,Gossypol,The metabolism of Gossypol can be increased when combined with Ethanol.
3517,702,DB00898,Ethanol,DB00629,Guanabenz,The metabolism of Ethanol can be decreased when combined with Guanabenz.
3519,702,DB00898,Ethanol,DB01018,Guanfacine,Ethanol may increase the central nervous system depressant (CNS depressant) activities of Guanfacine.
3559,702,DB00898,Ethanol,DB00502,Haloperidol,Haloperidol may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3562,702,DB00898,Ethanol,DB01159,Halothane,Halothane may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3601,702,DB00898,Ethanol,DB00941,Hexafluronium,Hexafluronium may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3604,702,DB00898,Ethanol,DB08960,Hexamethonium,Hexamethonium may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3608,702,DB00898,Ethanol,DB01355,Hexobarbital,Hexobarbital may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3637,702,DB00898,Ethanol,DB01275,Hydralazine,Ethanol may increase the hypotensive activities of Hydralazine.
3639,702,DB00898,Ethanol,DB00999,Hydrochlorothiazide,The risk or severity of hypotension and orthostatic hypotension can be increased when Ethanol is combined with Hydrochlorothiazide.
3647,702,DB00898,Ethanol,DB00774,Hydroflumethiazide,The risk or severity of hypotension and orthostatic hypotension can be increased when Ethanol is combined with Hydroflumethiazide.
3652,702,DB00898,Ethanol,DB01611,Hydroxychloroquine,Ethanol may increase the neurotoxic activities of Hydroxychloroquine.
3658,702,DB00898,Ethanol,DB00557,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3671,702,DB00898,Ethanol,DB05266,Ibudilast,Ethanol may increase the hypotensive activities of Ibudilast.
3672,702,DB00898,Ethanol,DB01050,Ibuprofen,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Ibuprofen.
3675,702,DB00898,Ethanol,DB00780,Phenelzine,Phenelzine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3676,702,DB00898,Ethanol,DB00281,Lidocaine,Lidocaine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3678,702,DB00898,Ethanol,DB01616,Alverine,Alverine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3689,702,DB00898,Ethanol,DB08954,Ifenprodil,Ifenprodil may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3690,702,DB00898,Ethanol,DB01181,Ifosfamide,The metabolism of Ifosfamide can be increased when combined with Ethanol.
3696,702,DB00898,Ethanol,DB00458,Imipramine,Imipramine may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3702,702,DB00898,Ethanol,DB00808,Indapamide,The risk or severity of hypotension and orthostatic hypotension can be increased when Ethanol is combined with Indapamide.
3715,702,DB00898,Ethanol,DB00328,Indomethacin,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Indomethacin.
3718,702,DB00898,Ethanol,DB08951,Indoprofen,The risk or severity of gastrointestinal irritation can be increased when Ethanol is combined with Indoprofen.
3748,702,DB00898,Ethanol,DB04818,Iproniazid,Iproniazid may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3749,702,DB00898,Ethanol,DB01029,Irbesartan,Ethanol may increase the hypotensive activities of Irbesartan.
3759,702,DB00898,Ethanol,DB01247,Isocarboxazid,Isocarboxazid may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
3763,702,DB00898,Ethanol,DB00753,Isoflurane,Isoflurane may increase the central nervous system depressant (CNS depressant) activities of Ethanol.
