cid2,cid,dbid,name,dbid2,name2,descr
1188,2022,DB00787,Acyclovir,DB02134,Xanthine,The metabolism of Xanthine can be decreased when combined with Acyclovir.
1727,2022,DB00787,Acyclovir,DB06637,Dalfampridine,Acyclovir may decrease the excretion rate of Dalfampridine which could result in a higher serum level.
1923,2022,DB00787,Acyclovir,DB11145,Oxyquinoline,Acyclovir may decrease the excretion rate of Oxyquinoline which could result in a higher serum level.
1935,2022,DB00787,Acyclovir,DB00382,Tacrine,The metabolism of Acyclovir can be decreased when combined with Tacrine.
1981,2022,DB00787,Acyclovir,DB13783,Acemetacin,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Acemetacin.
1983,2022,DB00787,Acyclovir,DB00316,Acetaminophen,The metabolism of Acyclovir can be decreased when combined with Acetaminophen.
1986,2022,DB00787,Acyclovir,DB00819,Acetazolamide,Acetazolamide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
2082,2022,DB00787,Acyclovir,DB00518,Albendazole,The metabolism of Acyclovir can be increased when combined with Albendazole.
2083,2022,DB00787,Acyclovir,DB01001,Albuterol,Acyclovir may decrease the excretion rate of Salbutamol which could result in a higher serum level.
2088,2022,DB00787,Acyclovir,DB00630,Alendronic acid,The risk or severity of nephrotoxicity and hypocalcemia can be increased when Acyclovir is combined with Alendronic acid.
2094,2022,DB00787,Acyclovir,DB00437,Allopurinol,The excretion of Allopurinol can be decreased when combined with Acyclovir.
2097,2022,DB00787,Acyclovir,DB13314,Alminoprofen,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Alminoprofen.
2099,2022,DB00787,Acyclovir,DB00969,Alosetron,The metabolism of Acyclovir can be decreased when combined with Alosetron.
2118,2022,DB00787,Acyclovir,DB00404,Alprazolam,Acyclovir may decrease the excretion rate of Alprazolam which could result in a higher serum level.
2130,2022,DB00787,Acyclovir,DB00915,Amantadine,The risk or severity of adverse effects can be increased when Acyclovir is combined with Amantadine.
2140,2022,DB00787,Acyclovir,DB00271,Diatrizoate,Acyclovir may decrease the excretion rate of Diatrizoate which could result in a higher serum level.
2148,2022,DB00787,Acyclovir,DB00345,Aminohippuric acid,The excretion of Acyclovir can be decreased when combined with Aminohippuric acid.
2153,2022,DB00787,Acyclovir,DB00277,Theophylline,The metabolism of Acyclovir can be decreased when combined with Theophylline.
2157,2022,DB00787,Acyclovir,DB01118,Amiodarone,The metabolism of Acyclovir can be decreased when combined with Amiodarone.
2160,2022,DB00787,Acyclovir,DB00321,Amitriptyline,The metabolism of Acyclovir can be decreased when combined with Amitriptyline.
2182,2022,DB00787,Acyclovir,DB00261,Anagrelide,The metabolism of Acyclovir can be decreased when combined with Anagrelide.
2206,2022,DB00787,Acyclovir,DB01435,Antipyrine,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Antipyrine.
2239,2022,DB00787,Acyclovir,DB09204,Arotinolol,Acyclovir may decrease the excretion rate of Arotinolol which could result in a higher serum level.
2244,2022,DB00787,Acyclovir,DB00945,Acetylsalicylic acid,The excretion of Acyclovir can be decreased when combined with Acetylsalicylic acid.
2265,2022,DB00787,Acyclovir,DB00993,Azathioprine,The metabolism of Azathioprine can be decreased when combined with Acyclovir.
2266,2022,DB00787,Acyclovir,DB00548,Azelaic acid,Acyclovir may decrease the excretion rate of Azelaic acid which could result in a higher serum level.
2267,2022,DB00787,Acyclovir,DB00972,Azelastine,The metabolism of Azelastine can be decreased when combined with Acyclovir.
2273,2022,DB00787,Acyclovir,DB08961,Azosemide,Azosemide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
2284,2022,DB00787,Acyclovir,DB00181,Baclofen,Acyclovir may decrease the excretion rate of Baclofen which could result in a higher serum level.
2315,2022,DB00787,Acyclovir,DB00436,Bendroflumethiazide,Bendroflumethiazide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
2327,2022,DB00787,Acyclovir,DB12783,Benserazide,Acyclovir may decrease the excretion rate of Benserazide which could result in a higher serum level.
2337,2022,DB00787,Acyclovir,DB01086,Benzocaine,The metabolism of Benzocaine can be decreased when combined with Acyclovir.
2343,2022,DB00787,Acyclovir,DB00562,Benzthiazide,Benzthiazide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
2350,2022,DB00787,Acyclovir,DB04890,Bepotastine,Acyclovir may decrease the excretion rate of Bepotastine which could result in a higher serum level.
2361,2022,DB00787,Acyclovir,DB06732,beta-Naphthoflavone,The metabolism of Acyclovir can be increased when combined with beta-Naphthoflavone.
2369,2022,DB00787,Acyclovir,DB00195,Betaxolol,The metabolism of Acyclovir can be decreased when combined with Betaxolol.
2405,2022,DB00787,Acyclovir,DB00612,Bisoprolol,Acyclovir may decrease the excretion rate of Bisoprolol which could result in a higher serum level.
2441,2022,DB00787,Acyclovir,DB01558,Bromazepam,The metabolism of Bromazepam can be decreased when combined with Acyclovir.
2468,2022,DB00787,Acyclovir,DB04830,Buformin,The risk or severity of adverse effects can be increased when Acyclovir is combined with Buformin.
2471,2022,DB00787,Acyclovir,DB00887,Bumetanide,The excretion of Bumetanide can be decreased when combined with Acyclovir.
2477,2022,DB00787,Acyclovir,DB00490,Buspirone,Acyclovir may decrease the excretion rate of Buspirone which could result in a higher serum level.
2479,2022,DB00787,Acyclovir,DB00237,Butabarbital,Acyclovir may decrease the excretion rate of Butabarbital which could result in a higher serum level.
2519,2022,DB00787,Acyclovir,DB00201,Caffeine,The metabolism of Acyclovir can be decreased when combined with Caffeine.
2520,2022,DB00787,Acyclovir,DB00661,Verapamil,The metabolism of Acyclovir can be decreased when combined with Verapamil.
2543,2022,DB00787,Acyclovir,DB14737,Cannabinol,The metabolism of Acyclovir can be decreased when combined with Cannabinol.
2554,2022,DB00787,Acyclovir,DB00564,Carbamazepine,The metabolism of Acyclovir can be increased when combined with Carbamazepine.
2578,2022,DB00787,Acyclovir,DB00262,Carmustine,The metabolism of Acyclovir can be decreased when combined with Carmustine.
2581,2022,DB00787,Acyclovir,DB00821,Carprofen,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Carprofen.
2585,2022,DB00787,Acyclovir,DB01136,Carvedilol,The metabolism of Carvedilol can be decreased when combined with Acyclovir.
2662,2022,DB00787,Acyclovir,DB00482,Celecoxib,The risk or severity of nephrotoxicity can be increased when Celecoxib is combined with Acyclovir.
2678,2022,DB00787,Acyclovir,DB00341,Cetirizine,Acyclovir may decrease the excretion rate of Cetirizine which could result in a higher serum level.
2707,2022,DB00787,Acyclovir,DB01563,Chloral hydrate,Acyclovir may decrease the excretion rate of Chloral hydrate which could result in a higher serum level.
2719,2022,DB00787,Acyclovir,DB00608,Chloroquine,Acyclovir may decrease the excretion rate of Chloroquine which could result in a higher serum level.
2720,2022,DB00787,Acyclovir,DB00880,Chlorothiazide,Chlorothiazide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
2725,2022,DB00787,Acyclovir,DB01114,Chlorpheniramine,The risk or severity of adverse effects can be increased when Chlorpheniramine is combined with Acyclovir.
2726,2022,DB00787,Acyclovir,DB00477,Chlorpromazine,The metabolism of Acyclovir can be decreased when combined with Chlorpromazine.
2727,2022,DB00787,Acyclovir,DB00672,Chlorpropamide,Acyclovir may decrease the excretion rate of Chlorpropamide which could result in a higher serum level.
2732,2022,DB00787,Acyclovir,DB00310,Chlorthalidone,Chlorthalidone may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
2733,2022,DB00787,Acyclovir,DB00356,Chlorzoxazone,The metabolism of Acyclovir can be decreased when combined with Chlorzoxazone.
2754,2022,DB00787,Acyclovir,DB01166,Cilostazol,The metabolism of Cilostazol can be decreased when combined with Acyclovir.
2756,2022,DB00787,Acyclovir,DB00501,Cimetidine,The excretion of Acyclovir can be decreased when combined with Cimetidine.
2761,2022,DB00787,Acyclovir,DB00568,Cinnarizine,The metabolism of Acyclovir can be decreased when combined with Cinnarizine.
2762,2022,DB00787,Acyclovir,DB00827,Cinoxacin,The metabolism of Acyclovir can be decreased when combined with Cinoxacin.
2764,2022,DB00787,Acyclovir,DB00537,Ciprofloxacin,The metabolism of Acyclovir can be decreased when combined with Ciprofloxacin.
2767,2022,DB00787,Acyclovir,DB00515,Cisplatin,Acyclovir may decrease the excretion rate of Cisplatin which could result in a higher serum level.
2771,2022,DB00787,Acyclovir,DB00215,Citalopram,The metabolism of Acyclovir can be decreased when combined with Citalopram.
2789,2022,DB00787,Acyclovir,DB00349,Clobazam,Acyclovir may decrease the excretion rate of Clobazam which could result in a higher serum level.
2801,2022,DB00787,Acyclovir,DB01242,Clomipramine,The metabolism of Clomipramine can be decreased when combined with Acyclovir.
2802,2022,DB00787,Acyclovir,DB01068,Clonazepam,Acyclovir may decrease the excretion rate of Clonazepam which could result in a higher serum level.
2803,2022,DB00787,Acyclovir,DB00575,Clonidine,The metabolism of Acyclovir can be decreased when combined with Clonidine.
2809,2022,DB00787,Acyclovir,DB00628,Clorazepic acid,Acyclovir may decrease the excretion rate of Clorazepic acid which could result in a higher serum level.
2818,2022,DB00787,Acyclovir,DB00363,Clozapine,The metabolism of Acyclovir can be decreased when combined with Clozapine.
2833,2022,DB00787,Acyclovir,DB01394,Colchicine,Acyclovir may decrease the excretion rate of Colchicine which could result in a higher serum level.
2895,2022,DB00787,Acyclovir,DB00924,Cyclobenzaprine,The metabolism of Cyclobenzaprine can be decreased when combined with Acyclovir.
2904,2022,DB00787,Acyclovir,DB13532,Cyclopenthiazide,Cyclopenthiazide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
2910,2022,DB00787,Acyclovir,DB00606,Cyclothiazide,Cyclothiazide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
2972,2022,DB00787,Acyclovir,DB08826,Deferiprone,Acyclovir may decrease the excretion rate of Deferiprone which could result in a higher serum level.
2995,2022,DB00787,Acyclovir,DB01151,Desipramine,The risk or severity of adverse effects can be increased when Desipramine is combined with Acyclovir.
3007,2022,DB00787,Acyclovir,DB00182,Amphetamine,Acyclovir may decrease the excretion rate of Amphetamine which could result in a higher serum level.
3016,2022,DB00787,Acyclovir,DB00829,Diazepam,Acyclovir may decrease the excretion rate of Diazepam which could result in a higher serum level.
3033,2022,DB00787,Acyclovir,DB00586,Diclofenac,The excretion of Acyclovir can be decreased when combined with Diclofenac.
3038,2022,DB00787,Acyclovir,DB01144,Diclofenamide,Diclofenamide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
3042,2022,DB00787,Acyclovir,DB00804,Dicyclomine,Acyclovir may decrease the excretion rate of Dicyclomine which could result in a higher serum level.
3053,2022,DB00787,Acyclovir,DB14007,Pentetic acid,Acyclovir may decrease the excretion rate of Pentetic acid which could result in a higher serum level.
3059,2022,DB00787,Acyclovir,DB00861,Diflunisal,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Diflunisal.
3080,2022,DB00787,Acyclovir,DB06782,Dimercaprol,Acyclovir may decrease the excretion rate of Dimercaprol which could result in a higher serum level.
3114,2022,DB00787,Acyclovir,DB00280,Disopyramide,The metabolism of Acyclovir can be decreased when combined with Disopyramide.
3121,2022,DB00787,Acyclovir,DB00313,Valproic acid,The excretion of Valproic acid can be decreased when combined with Acyclovir.
3151,2022,DB00787,Acyclovir,DB01184,Domperidone,The metabolism of Domperidone can be decreased when combined with Acyclovir.
3157,2022,DB00787,Acyclovir,DB00590,Doxazosin,The risk or severity of adverse effects can be increased when Doxazosin is combined with Acyclovir.
3182,2022,DB00787,Acyclovir,DB00651,Dyphylline,Acyclovir may decrease the excretion rate of Dyphylline which could result in a higher serum level.
3202,2022,DB00787,Acyclovir,DB01010,Edrophonium,Acyclovir may decrease the excretion rate of Edrophonium which could result in a higher serum level.
3229,2022,DB00787,Acyclovir,DB00467,Enoxacin,The metabolism of Acyclovir can be decreased when combined with Enoxacin.
3242,2022,DB00787,Acyclovir,DB08991,Epirizole,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Epirizole.
3261,2022,DB00787,Acyclovir,DB01215,Estazolam,Acyclovir may decrease the excretion rate of Estazolam which could result in a higher serum level.
3278,2022,DB00787,Acyclovir,DB00903,Etacrynic acid,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Etacrynic acid.
3282,2022,DB00787,Acyclovir,DB13544,Ethenzamide,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Ethenzamide.
3295,2022,DB00787,Acyclovir,DB00311,Ethoxzolamide,Ethoxzolamide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
3305,2022,DB00787,Acyclovir,DB01077,Etidronic acid,The risk or severity of nephrotoxicity and hypocalcemia can be increased when Acyclovir is combined with Etidronic acid.
3308,2022,DB00787,Acyclovir,DB00749,Etodolac,The risk or severity of nephrotoxicity can be increased when Etodolac is combined with Acyclovir.
3325,2022,DB00787,Acyclovir,DB00927,Famotidine,The excretion of Famotidine can be decreased when combined with Acyclovir.
3335,2022,DB00787,Acyclovir,DB08981,Fenbufen,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Fenbufen.
3337,2022,DB00787,Acyclovir,DB00574,Fenfluramine,The metabolism of Acyclovir can be decreased when combined with Fenfluramine.
3339,2022,DB00787,Acyclovir,DB01039,Fenofibrate,Acyclovir may decrease the excretion rate of Fenofibrate which could result in a higher serum level.
3341,2022,DB00787,Acyclovir,DB00800,Fenoldopam,Acyclovir may decrease the excretion rate of Fenoldopam which could result in a higher serum level.
3342,2022,DB00787,Acyclovir,DB00573,Fenoprofen,The risk or severity of nephrotoxicity can be increased when Fenoprofen is combined with Acyclovir.
3345,2022,DB00787,Acyclovir,DB00813,Fentanyl,Acyclovir may decrease the excretion rate of Fentanyl which could result in a higher serum level.
3348,2022,DB00787,Acyclovir,DB00950,Fexofenadine,The excretion of Fexofenadine can be decreased when combined with Acyclovir.
3354,2022,DB00787,Acyclovir,DB01148,Flavoxate,Acyclovir may decrease the excretion rate of Flavoxate which could result in a higher serum level.
3356,2022,DB00787,Acyclovir,DB01195,Flecainide,The metabolism of Flecainide can be decreased when combined with Acyclovir.
3365,2022,DB00787,Acyclovir,DB00196,Fluconazole,Acyclovir may decrease the excretion rate of Fluconazole which could result in a higher serum level.
3366,2022,DB00787,Acyclovir,DB01099,Flucytosine,Acyclovir may decrease the excretion rate of Flucytosine which could result in a higher serum level.
3373,2022,DB00787,Acyclovir,DB01205,Flumazenil,Acyclovir may decrease the excretion rate of Flumazenil which could result in a higher serum level.
3374,2022,DB00787,Acyclovir,DB08972,Flumequine,The metabolism of Acyclovir can be decreased when combined with Flumequine.
3385,2022,DB00787,Acyclovir,DB00544,Fluorouracil,The metabolism of Acyclovir can be decreased when combined with Fluorouracil.
3386,2022,DB00787,Acyclovir,DB00472,Fluoxetine,The metabolism of Acyclovir can be decreased when combined with Fluoxetine.
3393,2022,DB00787,Acyclovir,DB00690,Flurazepam,Acyclovir may decrease the excretion rate of Flurazepam which could result in a higher serum level.
3394,2022,DB00787,Acyclovir,DB00712,Flurbiprofen,The risk or severity of nephrotoxicity can be increased when Flurbiprofen is combined with Acyclovir.
3397,2022,DB00787,Acyclovir,DB00499,Flutamide,The metabolism of Acyclovir can be decreased when combined with Flutamide.
3404,2022,DB00787,Acyclovir,DB00176,Fluvoxamine,The metabolism of Acyclovir can be decreased when combined with Fluvoxamine.
3406,2022,DB00787,Acyclovir,DB01213,Fomepizole,Acyclovir may decrease the excretion rate of Fomepizole which could result in a higher serum level.
3410,2022,DB00787,Acyclovir,DB00983,Formoterol,The risk or severity of adverse effects can be increased when Acyclovir is combined with Formoterol.
3415,2022,DB00787,Acyclovir,DB00529,Foscarnet,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Foscarnet.
3440,2022,DB00787,Acyclovir,DB00695,Furosemide,The excretion of Acyclovir can be decreased when combined with Furosemide.
3454,2022,DB00787,Acyclovir,DB01004,Ganciclovir,The excretion of Acyclovir can be decreased when combined with Ganciclovir.
3463,2022,DB00787,Acyclovir,DB01241,Gemfibrozil,The excretion of Acyclovir can be decreased when combined with Gemfibrozil.
3467,2022,DB00787,Acyclovir,DB00798,Gentamicin,Acyclovir may decrease the excretion rate of Gentamicin which could result in a higher serum level.
3478,2022,DB00787,Acyclovir,DB01067,Glipizide,Acyclovir may decrease the excretion rate of Glipizide which could result in a higher serum level.
3488,2022,DB00787,Acyclovir,DB01016,Glyburide,The excretion of Acyclovir can be decreased when combined with Glyburide.
3517,2022,DB00787,Acyclovir,DB00629,Guanabenz,The metabolism of Acyclovir can be decreased when combined with Guanabenz.
3518,2022,DB00787,Acyclovir,DB01170,Guanethidine,Acyclovir may decrease the excretion rate of Guanethidine which could result in a higher serum level.
3519,2022,DB00787,Acyclovir,DB01018,Guanfacine,The risk or severity of adverse effects can be increased when Acyclovir is combined with Guanfacine.
3520,2022,DB00787,Acyclovir,DB00536,Guanidine,The excretion of Acyclovir can be decreased when combined with Guanidine.
3559,2022,DB00787,Acyclovir,DB00502,Haloperidol,The metabolism of Acyclovir can be decreased when combined with Haloperidol.
3637,2022,DB00787,Acyclovir,DB01275,Hydralazine,Acyclovir may decrease the excretion rate of Hydralazine which could result in a higher serum level.
3639,2022,DB00787,Acyclovir,DB00999,Hydrochlorothiazide,The excretion of Hydrochlorothiazide can be decreased when combined with Acyclovir.
3647,2022,DB00787,Acyclovir,DB00774,Hydroflumethiazide,Hydroflumethiazide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
3672,2022,DB00787,Acyclovir,DB01050,Ibuprofen,The excretion of Acyclovir can be decreased when combined with Ibuprofen.
3675,2022,DB00787,Acyclovir,DB00780,Phenelzine,Acyclovir may decrease the excretion rate of Phenelzine which could result in a higher serum level.
3676,2022,DB00787,Acyclovir,DB00281,Lidocaine,The metabolism of Acyclovir can be decreased when combined with Lidocaine.
3690,2022,DB00787,Acyclovir,DB01181,Ifosfamide,Acyclovir may decrease the excretion rate of Ifosfamide which could result in a higher serum level.
3696,2022,DB00787,Acyclovir,DB00458,Imipramine,The metabolism of Acyclovir can be decreased when combined with Imipramine.
3698,2022,DB00787,Acyclovir,DB01427,Amrinone,Acyclovir may decrease the excretion rate of Amrinone which could result in a higher serum level.
3699,2022,DB00787,Acyclovir,DB06255,Incadronic acid,The risk or severity of nephrotoxicity and hypocalcemia can be increased when Acyclovir is combined with Incadronic acid.
3702,2022,DB00787,Acyclovir,DB00808,Indapamide,Acyclovir may decrease the excretion rate of Indapamide which could result in a higher serum level.
3715,2022,DB00787,Acyclovir,DB00328,Indomethacin,The excretion of Acyclovir can be decreased when combined with Indomethacin.
3718,2022,DB00787,Acyclovir,DB08951,Indoprofen,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Indoprofen.
3724,2022,DB00787,Acyclovir,DB01249,Iodixanol,Acyclovir may decrease the excretion rate of Iodixanol which could result in a higher serum level.
3736,2022,DB00787,Acyclovir,DB09156,Iopromide,Acyclovir may decrease the excretion rate of Iopromide which could result in a higher serum level.
3737,2022,DB00787,Acyclovir,DB09133,Iothalamic acid,Acyclovir may decrease the excretion rate of Iothalamic acid which could result in a higher serum level.
3741,2022,DB00787,Acyclovir,DB09134,Ioversol,Acyclovir may decrease the excretion rate of Ioversol which could result in a higher serum level.
3743,2022,DB00787,Acyclovir,DB09135,Ioxilan,Acyclovir may decrease the excretion rate of Ioxilan which could result in a higher serum level.
3767,2022,DB00787,Acyclovir,DB00951,Isoniazid,The metabolism of Acyclovir can be decreased when combined with Isoniazid.
3778,2022,DB00787,Acyclovir,DB13524,Propyphenazone,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Propyphenazone.
3784,2022,DB00787,Acyclovir,DB00270,Isradipine,Acyclovir may decrease the excretion rate of Isradipine which could result in a higher serum level.
3821,2022,DB00787,Acyclovir,DB01221,Ketamine,Acyclovir may decrease the excretion rate of Ketamine which could result in a higher serum level.
3823,2022,DB00787,Acyclovir,DB01026,Ketoconazole,The metabolism of Acyclovir can be decreased when combined with Ketoconazole.
3824,2022,DB00787,Acyclovir,DB08940,Kebuzone,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Kebuzone.
3825,2022,DB00787,Acyclovir,DB01009,Ketoprofen,The excretion of Acyclovir can be decreased when combined with Ketoprofen.
3826,2022,DB00787,Acyclovir,DB00465,Ketorolac,The risk or severity of nephrotoxicity can be increased when Ketorolac is combined with Acyclovir.
3869,2022,DB00787,Acyclovir,DB00598,Labetalol,Acyclovir may decrease the excretion rate of Labetalol which could result in a higher serum level.
3878,2022,DB00787,Acyclovir,DB00555,Lamotrigine,Acyclovir may decrease the excretion rate of Lamotrigine which could result in a higher serum level.
3883,2022,DB00787,Acyclovir,DB00448,Lansoprazole,The excretion of Acyclovir can be decreased when combined with Lansoprazole.
3899,2022,DB00787,Acyclovir,DB01097,Leflunomide,The serum concentration of Acyclovir can be decreased when it is combined with Leflunomide.
3948,2022,DB00787,Acyclovir,DB00978,Lomefloxacin,The metabolism of Lomefloxacin can be decreased when combined with Acyclovir.
3958,2022,DB00787,Acyclovir,DB00186,Lorazepam,Acyclovir may decrease the excretion rate of Lorazepam which could result in a higher serum level.
3965,2022,DB00787,Acyclovir,DB09212,Loxoprofen,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Loxoprofen.
4011,2022,DB00787,Acyclovir,DB00934,Maprotiline,The metabolism of Maprotiline can be decreased when combined with Acyclovir.
4032,2022,DB00787,Acyclovir,DB00657,Mecamylamine,Acyclovir may decrease the excretion rate of Mecamylamine which could result in a higher serum level.
4037,2022,DB00787,Acyclovir,DB00939,Meclofenamic acid,The risk or severity of nephrotoxicity can be increased when Acyclovir is combined with Meclofenamic acid.
4044,2022,DB00787,Acyclovir,DB00784,Mefenamic acid,The risk or severity of nephrotoxicity can be increased when Mefenamic acid is combined with Acyclovir.
4047,2022,DB00787,Acyclovir,DB13405,Mefruside,Mefruside may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
4054,2022,DB00787,Acyclovir,DB01043,Memantine,Acyclovir may decrease the excretion rate of Memantine which could result in a higher serum level.
4058,2022,DB00787,Acyclovir,DB00454,Meperidine,Acyclovir may decrease the excretion rate of Meperidine which could result in a higher serum level.
4060,2022,DB00787,Acyclovir,DB00532,Mephenytoin,The metabolism of Acyclovir can be decreased when combined with Mephenytoin.
4062,2022,DB00787,Acyclovir,DB00961,Mepivacaine,Acyclovir may decrease the excretion rate of Mepivacaine which could result in a higher serum level.
4075,2022,DB00787,Acyclovir,DB00244,Mesalazine,The risk or severity of nephrotoxicity can be increased when Mesalazine is combined with Acyclovir.
4091,2022,DB00787,Acyclovir,DB00331,Metformin,The excretion of Acyclovir can be decreased when combined with Metformin.
4095,2022,DB00787,Acyclovir,DB00333,Methadone,Acyclovir may decrease the excretion rate of Methadone which could result in a higher serum level.
4100,2022,DB00787,Acyclovir,DB00703,Methazolamide,Methazolamide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
4114,2022,DB00787,Acyclovir,DB00553,Methoxsalen,The metabolism of Acyclovir can be decreased when combined with Methoxsalen.
4121,2022,DB00787,Acyclovir,DB00232,Methyclothiazide,Methyclothiazide may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
4165,2022,DB00787,Acyclovir,DB13284,Meticrane,Meticrane may increase the excretion rate of Acyclovir which could result in a lower serum level and potentially a reduction in efficacy.
4168,2022,DB00787,Acyclovir,DB01233,Metoclopramide,The metabolism of Metoclopramide can be decreased when combined with Acyclovir.
4170,2022,DB00787,Acyclovir,DB00524,Metolazone,Acyclovir may decrease the excretion rate of Metolazone which could result in a higher serum level.
4171,2022,DB00787,Acyclovir,DB00264,Metoprolol,Acyclovir may decrease the excretion rate of Metoprolol which could result in a higher serum level.
4174,2022,DB00787,Acyclovir,DB01011,Metyrapone,Acyclovir may decrease the excretion rate of Metyrapone which could result in a higher serum level.
4178,2022,DB00787,Acyclovir,DB00379,Mexiletine,The metabolism of Acyclovir can be decreased when combined with Mexiletine.
4184,2022,DB00787,Acyclovir,DB06148,Mianserin,The metabolism of Mianserin can be decreased when combined with Acyclovir.
4192,2022,DB00787,Acyclovir,DB00683,Midazolam,Acyclovir may decrease the excretion rate of Midazolam which could result in a higher serum level.
4197,2022,DB00787,Acyclovir,DB00235,Milrinone,Acyclovir may decrease the excretion rate of Milrinone which could result in a higher serum level.
4205,2022,DB00787,Acyclovir,DB00370,Mirtazapine,The metabolism of Acyclovir can be decreased when combined with Mirtazapine.
