cid2,cid,dbid,name,dbid2,name2,descr
1986,3672,DB01050,Ibuprofen,DB00819,Acetazolamide,Acetazolamide may increase the excretion rate of Ibuprofen which could result in a lower serum level and potentially a reduction in efficacy.
1989,3672,DB01050,Ibuprofen,DB00414,Acetohexamide,The protein binding of Acetohexamide can be decreased when combined with Ibuprofen.
2022,3672,DB01050,Ibuprofen,DB00787,Acyclovir,The excretion of Acyclovir can be decreased when combined with Ibuprofen.
2081,3672,DB01050,Ibuprofen,DB13233,Alaproclate,The risk or severity of gastrointestinal bleeding can be increased when Alaproclate is combined with Ibuprofen.
2083,3672,DB01050,Ibuprofen,DB01001,Albuterol,The risk or severity of hypertension can be increased when Salbutamol is combined with Ibuprofen.
2088,3672,DB01050,Ibuprofen,DB00630,Alendronic acid,The risk or severity of adverse effects can be increased when Ibuprofen is combined with Alendronic acid.
2094,3672,DB01050,Ibuprofen,DB00437,Allopurinol,The excretion of Allopurinol can be decreased when combined with Ibuprofen.
2097,3672,DB01050,Ibuprofen,DB13314,Alminoprofen,The risk or severity of adverse effects can be increased when Ibuprofen is combined with Alminoprofen.
2099,3672,DB01050,Ibuprofen,DB00969,Alosetron,The metabolism of Ibuprofen can be decreased when combined with Alosetron.
2118,3672,DB01050,Ibuprofen,DB00404,Alprazolam,Ibuprofen may decrease the excretion rate of Alprazolam which could result in a higher serum level.
2119,3672,DB01050,Ibuprofen,DB00866,Alprenolol,Ibuprofen may decrease the antihypertensive activities of Alprenolol.
2130,3672,DB01050,Ibuprofen,DB00915,Amantadine,Ibuprofen may decrease the excretion rate of Amantadine which could result in a higher serum level.
2140,3672,DB01050,Ibuprofen,DB00271,Diatrizoate,Ibuprofen may decrease the excretion rate of Diatrizoate which could result in a higher serum level.
2148,3672,DB01050,Ibuprofen,DB00345,Aminohippuric acid,The excretion of Aminohippuric acid can be decreased when combined with Ibuprofen.
2153,3672,DB01050,Ibuprofen,DB00277,Theophylline,The metabolism of Ibuprofen can be decreased when combined with Theophylline.
2157,3672,DB01050,Ibuprofen,DB01118,Amiodarone,The metabolism of Ibuprofen can be decreased when combined with Amiodarone.
2160,3672,DB01050,Ibuprofen,DB00321,Amitriptyline,The risk or severity of gastrointestinal bleeding can be increased when Amitriptyline is combined with Ibuprofen.
2162,3672,DB01050,Ibuprofen,DB00381,Amlodipine,The metabolism of Ibuprofen can be decreased when combined with Amlodipine.
2165,3672,DB01050,Ibuprofen,DB00613,Amodiaquine,The metabolism of Ibuprofen can be decreased when combined with Amodiaquine.
2170,3672,DB01050,Ibuprofen,DB00543,Amoxapine,The risk or severity of gastrointestinal bleeding can be increased when Amoxapine is combined with Ibuprofen.
2182,3672,DB01050,Ibuprofen,DB00261,Anagrelide,The risk or severity of bleeding can be increased when Ibuprofen is combined with Anagrelide.
2187,3672,DB01050,Ibuprofen,DB01217,Anastrozole,The metabolism of Anastrozole can be decreased when combined with Ibuprofen.
2206,3672,DB01050,Ibuprofen,DB01435,Antipyrine,The risk or severity of adverse effects can be increased when Ibuprofen is combined with Antipyrine.
2225,3672,DB01050,Ibuprofen,DB09229,Aranidipine,The risk or severity of hyperkalemia can be increased when Ibuprofen is combined with Aranidipine.
2239,3672,DB01050,Ibuprofen,DB09204,Arotinolol,Ibuprofen may decrease the antihypertensive activities of Arotinolol.
2244,3672,DB01050,Ibuprofen,DB00945,Acetylsalicylic acid,Ibuprofen may decrease the antiplatelet activities of Acetylsalicylic acid.
2249,3672,DB01050,Ibuprofen,DB00335,Atenolol,Ibuprofen may decrease the antihypertensive activities of Atenolol.
2265,3672,DB01050,Ibuprofen,DB00993,Azathioprine,Ibuprofen may decrease the excretion rate of Azathioprine which could result in a higher serum level.
2266,3672,DB01050,Ibuprofen,DB00548,Azelaic acid,Ibuprofen may decrease the excretion rate of Azelaic acid which could result in a higher serum level.
2267,3672,DB01050,Ibuprofen,DB00972,Azelastine,The metabolism of Ibuprofen can be decreased when combined with Azelastine.
2273,3672,DB01050,Ibuprofen,DB08961,Azosemide,The therapeutic efficacy of Azosemide can be decreased when used in combination with Ibuprofen.
2284,3672,DB01050,Ibuprofen,DB00181,Baclofen,Ibuprofen may decrease the excretion rate of Baclofen which could result in a higher serum level.
2312,3672,DB01050,Ibuprofen,DB13488,Bencyclane,The risk or severity of hyperkalemia can be increased when Ibuprofen is combined with Bencyclane.
2313,3672,DB01050,Ibuprofen,DB13501,Bendazac,The risk or severity of adverse effects can be increased when Ibuprofen is combined with Bendazac.
2315,3672,DB01050,Ibuprofen,DB00436,Bendroflumethiazide,The therapeutic efficacy of Bendroflumethiazide can be decreased when used in combination with Ibuprofen.
2327,3672,DB01050,Ibuprofen,DB12783,Benserazide,Ibuprofen may decrease the excretion rate of Benserazide which could result in a higher serum level.
2333,3672,DB01050,Ibuprofen,DB12319,Benzbromarone,The metabolism of Ibuprofen can be decreased when combined with Benzbromarone.
2343,3672,DB01050,Ibuprofen,DB00562,Benzthiazide,The therapeutic efficacy of Benzthiazide can be decreased when used in combination with Ibuprofen.
2350,3672,DB01050,Ibuprofen,DB04890,Bepotastine,Ibuprofen may decrease the excretion rate of Bepotastine which could result in a higher serum level.
2351,3672,DB01050,Ibuprofen,DB01244,Bepridil,The therapeutic efficacy of Bepridil can be decreased when used in combination with Ibuprofen.
2368,3672,DB01050,Ibuprofen,DB00217,Bethanidine,The therapeutic efficacy of Bethanidine can be decreased when used in combination with Ibuprofen.
2369,3672,DB01050,Ibuprofen,DB00195,Betaxolol,Ibuprofen may decrease the antihypertensive activities of Betaxolol.
2372,3672,DB01050,Ibuprofen,DB01295,Bevantolol,Ibuprofen may decrease the antihypertensive activities of Bevantolol.
2405,3672,DB01050,Ibuprofen,DB00612,Bisoprolol,Ibuprofen may decrease the antihypertensive activities of Bisoprolol.
2431,3672,DB01050,Ibuprofen,DB01158,Bretylium,The therapeutic efficacy of Bretylium can be decreased when used in combination with Ibuprofen.
2441,3672,DB01050,Ibuprofen,DB01558,Bromazepam,Ibuprofen may decrease the excretion rate of Bromazepam which could result in a higher serum level.
2449,3672,DB01050,Ibuprofen,DB06739,Seratrodast,The metabolism of Seratrodast can be decreased when combined with Ibuprofen.
2466,3672,DB01050,Ibuprofen,DB13346,Bufexamac,The risk or severity of adverse effects can be increased when Ibuprofen is combined with Bufexamac.
2467,3672,DB01050,Ibuprofen,DB13510,Buflomedil,The risk or severity of bleeding can be increased when Ibuprofen is combined with Buflomedil.
2471,3672,DB01050,Ibuprofen,DB00887,Bumetanide,The therapeutic efficacy of Bumetanide can be decreased when used in combination with Ibuprofen.
2475,3672,DB01050,Ibuprofen,DB08808,Bupranolol,Ibuprofen may decrease the antihypertensive activities of Bupranolol.
2477,3672,DB01050,Ibuprofen,DB00490,Buspirone,The risk or severity of hypertension can be increased when Buspirone is combined with Ibuprofen.
2479,3672,DB01050,Ibuprofen,DB00237,Butabarbital,Ibuprofen may decrease the excretion rate of Butabarbital which could result in a higher serum level.
2515,3672,DB01050,Ibuprofen,DB13452,Cadralazine,The therapeutic efficacy of Cadralazine can be decreased when used in combination with Ibuprofen.
2520,3672,DB01050,Ibuprofen,DB00661,Verapamil,The metabolism of Ibuprofen can be decreased when combined with Verapamil.
2540,3672,DB01050,Ibuprofen,DB00796,Candesartan cilexetil,"The risk or severity of renal failure, hyperkalemia, and hypertension can be increased when Candesartan cilexetil is combined with Ibuprofen."
2541,3672,DB01050,Ibuprofen,DB13919,Candesartan,"The risk or severity of renal failure, hyperkalemia, and hypertension can be increased when Candesartan is combined with Ibuprofen."
2543,3672,DB01050,Ibuprofen,DB14737,Cannabinol,The metabolism of Ibuprofen can be decreased when combined with Cannabinol.
2554,3672,DB01050,Ibuprofen,DB00564,Carbamazepine,The metabolism of Ibuprofen can be increased when combined with Carbamazepine.
2578,3672,DB01050,Ibuprofen,DB00262,Carmustine,Ibuprofen may decrease the excretion rate of Carmustine which could result in a higher serum level.
2581,3672,DB01050,Ibuprofen,DB00821,Carprofen,The risk or severity of adverse effects can be increased when Carprofen is combined with Ibuprofen.
2585,3672,DB01050,Ibuprofen,DB01136,Carvedilol,Ibuprofen may decrease the antihypertensive activities of Carvedilol.
2662,3672,DB01050,Ibuprofen,DB00482,Celecoxib,The risk or severity of adverse effects can be increased when Celecoxib is combined with Ibuprofen.
2663,3672,DB01050,Ibuprofen,DB04846,Celiprolol,Ibuprofen may decrease the antihypertensive activities of Celiprolol.
2707,3672,DB01050,Ibuprofen,DB01563,Chloral hydrate,Ibuprofen may decrease the excretion rate of Chloral hydrate which could result in a higher serum level.
2719,3672,DB01050,Ibuprofen,DB00608,Chloroquine,The metabolism of Ibuprofen can be decreased when combined with Chloroquine.
2720,3672,DB01050,Ibuprofen,DB00880,Chlorothiazide,The therapeutic efficacy of Chlorothiazide can be decreased when used in combination with Ibuprofen.
2726,3672,DB01050,Ibuprofen,DB00477,Chlorpromazine,The risk or severity of hypertension can be increased when Chlorpromazine is combined with Ibuprofen.
2727,3672,DB01050,Ibuprofen,DB00672,Chlorpropamide,The protein binding of Chlorpropamide can be decreased when combined with Ibuprofen.
2732,3672,DB01050,Ibuprofen,DB00310,Chlorthalidone,The therapeutic efficacy of Chlorthalidone can be decreased when used in combination with Ibuprofen.
2733,3672,DB01050,Ibuprofen,DB00356,Chlorzoxazone,Ibuprofen may decrease the excretion rate of Chlorzoxazone which could result in a higher serum level.
2750,3672,DB01050,Ibuprofen,DB09201,Ciglitazone,The metabolism of Ibuprofen can be decreased when combined with Ciglitazone.
2754,3672,DB01050,Ibuprofen,DB01166,Cilostazol,The risk or severity of bleeding can be increased when Ibuprofen is combined with Cilostazol.
2756,3672,DB01050,Ibuprofen,DB00501,Cimetidine,The excretion of Cimetidine can be decreased when combined with Ibuprofen.
2761,3672,DB01050,Ibuprofen,DB00568,Cinnarizine,The risk or severity of hyperkalemia can be increased when Cinnarizine is combined with Ibuprofen.
2762,3672,DB01050,Ibuprofen,DB00827,Cinoxacin,Ibuprofen may increase the neuroexcitatory activities of Cinoxacin.
2764,3672,DB01050,Ibuprofen,DB00537,Ciprofloxacin,The metabolism of Ibuprofen can be decreased when combined with Ciprofloxacin.
2765,3672,DB01050,Ibuprofen,DB09202,Cirazoline,The risk or severity of hypertension can be increased when Ibuprofen is combined with Cirazoline.
2767,3672,DB01050,Ibuprofen,DB00515,Cisplatin,Ibuprofen may decrease the excretion rate of Cisplatin which could result in a higher serum level.
2771,3672,DB01050,Ibuprofen,DB00215,Citalopram,The risk or severity of gastrointestinal bleeding can be increased when Citalopram is combined with Ibuprofen.
2783,3672,DB01050,Ibuprofen,DB01407,Clenbuterol,The risk or severity of hypertension can be increased when Ibuprofen is combined with Clenbuterol.
2789,3672,DB01050,Ibuprofen,DB00349,Clobazam,Ibuprofen may decrease the excretion rate of Clobazam which could result in a higher serum level.
2801,3672,DB01050,Ibuprofen,DB01242,Clomipramine,The risk or severity of gastrointestinal bleeding can be increased when Clomipramine is combined with Ibuprofen.
2802,3672,DB01050,Ibuprofen,DB01068,Clonazepam,Ibuprofen may decrease the excretion rate of Clonazepam which could result in a higher serum level.
2803,3672,DB01050,Ibuprofen,DB00575,Clonidine,The therapeutic efficacy of Clonidine can be decreased when used in combination with Ibuprofen.
2809,3672,DB01050,Ibuprofen,DB00628,Clorazepic acid,Ibuprofen may decrease the excretion rate of Clorazepic acid which could result in a higher serum level.
2818,3672,DB01050,Ibuprofen,DB00363,Clozapine,The metabolism of Ibuprofen can be decreased when combined with Clozapine.
2833,3672,DB01050,Ibuprofen,DB01394,Colchicine,Ibuprofen may decrease the excretion rate of Colchicine which could result in a higher serum level.
2893,3672,DB01050,Ibuprofen,DB04838,Cyclandelate,The risk or severity of hyperkalemia can be increased when Ibuprofen is combined with Cyclandelate.
2904,3672,DB01050,Ibuprofen,DB13532,Cyclopenthiazide,The therapeutic efficacy of Cyclopenthiazide can be decreased when used in combination with Ibuprofen.
2907,3672,DB01050,Ibuprofen,DB00531,Cyclophosphamide,The metabolism of Ibuprofen can be increased when combined with Cyclophosphamide.
2910,3672,DB01050,Ibuprofen,DB00606,Cyclothiazide,The therapeutic efficacy of Cyclothiazide can be decreased when used in combination with Ibuprofen.
2955,3672,DB01050,Ibuprofen,DB00250,Dapsone,The metabolism of Ibuprofen can be decreased when combined with Dapsone.
2966,3672,DB01050,Ibuprofen,DB04840,Debrisoquine,The therapeutic efficacy of Debrisoquine can be decreased when used in combination with Ibuprofen.
2972,3672,DB01050,Ibuprofen,DB08826,Deferiprone,Ibuprofen may decrease the excretion rate of Deferiprone which could result in a higher serum level.
2995,3672,DB01050,Ibuprofen,DB01151,Desipramine,The risk or severity of gastrointestinal bleeding can be increased when Desipramine is combined with Ibuprofen.
3007,3672,DB01050,Ibuprofen,DB00182,Amphetamine,The risk or severity of hypertension can be increased when Amphetamine is combined with Ibuprofen.
3016,3672,DB01050,Ibuprofen,DB00829,Diazepam,Ibuprofen may decrease the excretion rate of Diazepam which could result in a higher serum level.
3019,3672,DB01050,Ibuprofen,DB01119,Diazoxide,The therapeutic efficacy of Diazoxide can be decreased when used in combination with Ibuprofen.
3033,3672,DB01050,Ibuprofen,DB00586,Diclofenac,The risk or severity of adverse effects can be increased when Diclofenac is combined with Ibuprofen.
3038,3672,DB01050,Ibuprofen,DB01144,Diclofenamide,Diclofenamide may increase the excretion rate of Ibuprofen which could result in a lower serum level and potentially a reduction in efficacy.
3042,3672,DB01050,Ibuprofen,DB00804,Dicyclomine,Ibuprofen may decrease the excretion rate of Dicyclomine which could result in a higher serum level.
3053,3672,DB01050,Ibuprofen,DB14007,Pentetic acid,Ibuprofen may decrease the excretion rate of Pentetic acid which could result in a higher serum level.
3054,3672,DB01050,Ibuprofen,DB00255,Diethylstilbestrol,The metabolism of Ibuprofen can be decreased when combined with Diethylstilbestrol.
3059,3672,DB01050,Ibuprofen,DB00861,Diflunisal,The risk or severity of adverse effects can be increased when Diflunisal is combined with Ibuprofen.
3080,3672,DB01050,Ibuprofen,DB06782,Dimercaprol,Ibuprofen may decrease the excretion rate of Dimercaprol which could result in a higher serum level.
3108,3672,DB01050,Ibuprofen,DB00975,Dipyridamole,The risk or severity of bleeding can be increased when Ibuprofen is combined with Dipyridamole.
3114,3672,DB01050,Ibuprofen,DB00280,Disopyramide,Ibuprofen may decrease the excretion rate of Disopyramide which could result in a higher serum level.
3121,3672,DB01050,Ibuprofen,DB00313,Valproic acid,The protein binding of Valproic acid can be decreased when combined with Ibuprofen.
3151,3672,DB01050,Ibuprofen,DB01184,Domperidone,The metabolism of Domperidone can be decreased when combined with Ibuprofen.
3152,3672,DB01050,Ibuprofen,DB00843,Donepezil,The metabolism of Ibuprofen can be decreased when combined with Donepezil.
3156,3672,DB01050,Ibuprofen,DB00561,Doxapram,The risk or severity of hypertension can be increased when Doxapram is combined with Ibuprofen.
3157,3672,DB01050,Ibuprofen,DB00590,Doxazosin,The therapeutic efficacy of Doxazosin can be decreased when used in combination with Ibuprofen.
3168,3672,DB01050,Ibuprofen,DB00450,Droperidol,The risk or severity of hypertension can be increased when Droperidol is combined with Ibuprofen.
3182,3672,DB01050,Ibuprofen,DB00651,Dyphylline,Ibuprofen may decrease the excretion rate of Dyphylline which could result in a higher serum level.
3194,3672,DB01050,Ibuprofen,DB12610,Ebselen,The risk or severity of adverse effects can be increased when Ibuprofen is combined with Ebselen.
3202,3672,DB01050,Ibuprofen,DB01010,Edrophonium,Ibuprofen may decrease the excretion rate of Edrophonium which could result in a higher serum level.
3229,3672,DB01050,Ibuprofen,DB00467,Enoxacin,Ibuprofen may increase the neuroexcitatory activities of Enoxacin.
3236,3672,DB01050,Ibuprofen,DB08992,Eperisone,The risk or severity of hyperkalemia can be increased when Ibuprofen is combined with Eperisone.
3242,3672,DB01050,Ibuprofen,DB08991,Epirizole,The risk or severity of adverse effects can be increased when Ibuprofen is combined with Epirizole.
3261,3672,DB01050,Ibuprofen,DB01215,Estazolam,Ibuprofen may decrease the excretion rate of Estazolam which could result in a higher serum level.
3278,3672,DB01050,Ibuprofen,DB00903,Etacrynic acid,The therapeutic efficacy of Etacrynic acid can be decreased when used in combination with Ibuprofen.
3282,3672,DB01050,Ibuprofen,DB13544,Ethenzamide,The risk or severity of adverse effects can be increased when Ibuprofen is combined with Ethenzamide.
3283,3672,DB01050,Ibuprofen,DB13598,Diethyl ether,The risk or severity of hypertension can be increased when Ibuprofen is combined with Diethyl ether.
3291,3672,DB01050,Ibuprofen,DB00593,Ethosuximide,The risk or severity of hyperkalemia can be increased when Ethosuximide is combined with Ibuprofen.
3295,3672,DB01050,Ibuprofen,DB00311,Ethoxzolamide,Ethoxzolamide may increase the excretion rate of Ibuprofen which could result in a lower serum level and potentially a reduction in efficacy.
3305,3672,DB01050,Ibuprofen,DB01077,Etidronic acid,The risk or severity of gastrointestinal bleeding can be increased when Ibuprofen is combined with Etidronic acid.
3306,3672,DB01050,Ibuprofen,DB08985,Etilefrine,The risk or severity of hypertension can be increased when Ibuprofen is combined with Etilefrine.
3308,3672,DB01050,Ibuprofen,DB00749,Etodolac,The risk or severity of adverse effects can be increased when Etodolac is combined with Ibuprofen.
3331,3672,DB01050,Ibuprofen,DB00949,Felbamate,The metabolism of Ibuprofen can be decreased when combined with Felbamate.
3332,3672,DB01050,Ibuprofen,DB07477,Felbinac,The risk or severity of adverse effects can be increased when Ibuprofen is combined with Felbinac.
3333,3672,DB01050,Ibuprofen,DB01023,Felodipine,The metabolism of Ibuprofen can be decreased when combined with Felodipine.
3335,3672,DB01050,Ibuprofen,DB08981,Fenbufen,The risk or severity of adverse effects can be increased when Ibuprofen is combined with Fenbufen.
3336,3672,DB01050,Ibuprofen,DB08980,Fendiline,The risk or severity of hyperkalemia can be increased when Ibuprofen is combined with Fendiline.
3339,3672,DB01050,Ibuprofen,DB01039,Fenofibrate,The metabolism of Ibuprofen can be decreased when combined with Fenofibrate.
3341,3672,DB01050,Ibuprofen,DB00800,Fenoldopam,The therapeutic efficacy of Fenoldopam can be decreased when used in combination with Ibuprofen.
3342,3672,DB01050,Ibuprofen,DB00573,Fenoprofen,The risk or severity of adverse effects can be increased when Fenoprofen is combined with Ibuprofen.
3343,3672,DB01050,Ibuprofen,DB01288,Fenoterol,The risk or severity of hypertension can be increased when Ibuprofen is combined with Fenoterol.
3345,3672,DB01050,Ibuprofen,DB00813,Fentanyl,The risk or severity of hypertension can be increased when Fentanyl is combined with Ibuprofen.
3348,3672,DB01050,Ibuprofen,DB00950,Fexofenadine,The excretion of Fexofenadine can be decreased when combined with Ibuprofen.
3354,3672,DB01050,Ibuprofen,DB01148,Flavoxate,Ibuprofen may decrease the excretion rate of Flavoxate which could result in a higher serum level.
3356,3672,DB01050,Ibuprofen,DB01195,Flecainide,The metabolism of Ibuprofen can be decreased when combined with Flecainide.
3357,3672,DB01050,Ibuprofen,DB04576,Fleroxacin,Ibuprofen may increase the neuroexcitatory activities of Fleroxacin.
3365,3672,DB01050,Ibuprofen,DB00196,Fluconazole,The metabolism of Ibuprofen can be decreased when combined with Fluconazole.
3366,3672,DB01050,Ibuprofen,DB01099,Flucytosine,Ibuprofen may decrease the excretion rate of Flucytosine which could result in a higher serum level.
3373,3672,DB01050,Ibuprofen,DB01205,Flumazenil,Ibuprofen may decrease the excretion rate of Flumazenil which could result in a higher serum level.
3374,3672,DB01050,Ibuprofen,DB08972,Flumequine,Ibuprofen may increase the neuroexcitatory activities of Flumequine.
3380,3672,DB01050,Ibuprofen,DB01544,Flunitrazepam,The metabolism of Ibuprofen can be decreased when combined with Flunitrazepam.
3385,3672,DB01050,Ibuprofen,DB00544,Fluorouracil,The metabolism of Fluorouracil can be decreased when combined with Ibuprofen.
3386,3672,DB01050,Ibuprofen,DB00472,Fluoxetine,The risk or severity of gastrointestinal bleeding can be increased when Fluoxetine is combined with Ibuprofen.
3393,3672,DB01050,Ibuprofen,DB00690,Flurazepam,Ibuprofen may decrease the excretion rate of Flurazepam which could result in a higher serum level.
3394,3672,DB01050,Ibuprofen,DB00712,Flurbiprofen,The risk or severity of adverse effects can be increased when Flurbiprofen is combined with Ibuprofen.
3395,3672,DB01050,Ibuprofen,DB14938,Flurbiprofen axetil,The risk or severity of adverse effects can be increased when Ibuprofen is combined with Flurbiprofen axetil.
3396,3672,DB01050,Ibuprofen,DB04842,Fluspirilene,The risk or severity of hyperkalemia can be increased when Ibuprofen is combined with Fluspirilene.
3397,3672,DB01050,Ibuprofen,DB00499,Flutamide,Ibuprofen may decrease the excretion rate of Flutamide which could result in a higher serum level.
3404,3672,DB01050,Ibuprofen,DB00176,Fluvoxamine,The risk or severity of gastrointestinal bleeding can be increased when Fluvoxamine is combined with Ibuprofen.
3406,3672,DB01050,Ibuprofen,DB01213,Fomepizole,Ibuprofen may decrease the excretion rate of Fomepizole which could result in a higher serum level.
3410,3672,DB01050,Ibuprofen,DB00983,Formoterol,The risk or severity of hypertension can be increased when Formoterol is combined with Ibuprofen.
3415,3672,DB01050,Ibuprofen,DB00529,Foscarnet,The risk or severity of nephrotoxicity can be increased when Ibuprofen is combined with Foscarnet.
3435,3672,DB01050,Ibuprofen,DB00614,Furazolidone,The risk or severity of hypertension can be increased when Furazolidone is combined with Ibuprofen.
3440,3672,DB01050,Ibuprofen,DB00695,Furosemide,The therapeutic efficacy of Furosemide can be decreased when used in combination with Ibuprofen.
3454,3672,DB01050,Ibuprofen,DB01004,Ganciclovir,Ibuprofen may decrease the excretion rate of Ganciclovir which could result in a higher serum level.
3463,3672,DB01050,Ibuprofen,DB01241,Gemfibrozil,The metabolism of Ibuprofen can be decreased when combined with Gemfibrozil.
3467,3672,DB01050,Ibuprofen,DB00798,Gentamicin,Ibuprofen may decrease the excretion rate of Gentamicin which could result in a higher serum level.
3475,3672,DB01050,Ibuprofen,DB01120,Gliclazide,The protein binding of Gliclazide can be decreased when combined with Ibuprofen.
3476,3672,DB01050,Ibuprofen,DB00222,Glimepiride,The protein binding of Glimepiride can be decreased when combined with Ibuprofen.
3478,3672,DB01050,Ibuprofen,DB01067,Glipizide,The protein binding of Glipizide can be decreased when combined with Ibuprofen.
3488,3672,DB01050,Ibuprofen,DB01016,Glyburide,The protein binding of Glyburide can be decreased when combined with Ibuprofen.
3517,3672,DB01050,Ibuprofen,DB00629,Guanabenz,The therapeutic efficacy of Guanabenz can be decreased when used in combination with Ibuprofen.
3518,3672,DB01050,Ibuprofen,DB01170,Guanethidine,The therapeutic efficacy of Guanethidine can be decreased when used in combination with Ibuprofen.
3519,3672,DB01050,Ibuprofen,DB01018,Guanfacine,The therapeutic efficacy of Guanfacine can be decreased when used in combination with Ibuprofen.
3559,3672,DB01050,Ibuprofen,DB00502,Haloperidol,The serum concentration of Haloperidol can be increased when it is combined with Ibuprofen.
3562,3672,DB01050,Ibuprofen,DB01159,Halothane,The risk or severity of hypertension can be increased when Ibuprofen is combined with Halothane.
3604,3672,DB01050,Ibuprofen,DB08960,Hexamethonium,The therapeutic efficacy of Hexamethonium can be decreased when used in combination with Ibuprofen.
3608,3672,DB01050,Ibuprofen,DB01355,Hexobarbital,The metabolism of Hexobarbital can be decreased when combined with Ibuprofen.
3609,3672,DB01050,Ibuprofen,DB08957,Hexoprenaline,The risk or severity of hypertension can be increased when Ibuprofen is combined with Hexoprenaline.
3637,3672,DB01050,Ibuprofen,DB01275,Hydralazine,Ibuprofen may decrease the antihypertensive activities of Hydralazine.
3639,3672,DB01050,Ibuprofen,DB00999,Hydrochlorothiazide,The excretion of Hydrochlorothiazide can be decreased when combined with Ibuprofen.
3647,3672,DB01050,Ibuprofen,DB00774,Hydroflumethiazide,The therapeutic efficacy of Hydroflumethiazide can be decreased when used in combination with Ibuprofen.
3652,3672,DB01050,Ibuprofen,DB01611,Hydroxychloroquine,The metabolism of Hydroxychloroquine can be decreased when combined with Ibuprofen.
3671,3672,DB01050,Ibuprofen,DB05266,Ibudilast,The risk or severity of bleeding can be increased when Ibuprofen is combined with Ibudilast.
3675,3672,DB01050,Ibuprofen,DB00780,Phenelzine,The risk or severity of hypertension can be increased when Phenelzine is combined with Ibuprofen.
3677,3672,DB01050,Ibuprofen,DB01365,Mephentermine,The risk or severity of hypertension can be increased when Ibuprofen is combined with Mephentermine.
