cid2,cid,dbid,name,dbid2,name2,descr
2800,56640146,DB09183,Dasabuvir,DB00882,Clomifene,The serum concentration of Dasabuvir can be increased when it is combined with Clomifene.
2801,56640146,DB09183,Dasabuvir,DB01242,Clomipramine,The metabolism of Clomipramine can be decreased when combined with Dasabuvir.
2803,56640146,DB09183,Dasabuvir,DB00575,Clonidine,The metabolism of Clonidine can be decreased when combined with Dasabuvir.
2818,56640146,DB09183,Dasabuvir,DB00363,Clozapine,The serum concentration of Dasabuvir can be increased when it is combined with Clozapine.
2833,56640146,DB09183,Dasabuvir,DB01394,Colchicine,The serum concentration of Dasabuvir can be increased when it is combined with Colchicine.
2907,56640146,DB09183,Dasabuvir,DB00531,Cyclophosphamide,The metabolism of Dasabuvir can be increased when combined with Cyclophosphamide.
2955,56640146,DB09183,Dasabuvir,DB00250,Dapsone,The metabolism of Dasabuvir can be decreased when combined with Dapsone.
2966,56640146,DB09183,Dasabuvir,DB04840,Debrisoquine,The metabolism of Dasabuvir can be decreased when combined with Debrisoquine.
2995,56640146,DB09183,Dasabuvir,DB01151,Desipramine,The metabolism of Dasabuvir can be decreased when combined with Desipramine.
3007,56640146,DB09183,Dasabuvir,DB00182,Amphetamine,The metabolism of Dasabuvir can be decreased when combined with Amphetamine.
3033,56640146,DB09183,Dasabuvir,DB00586,Diclofenac,The metabolism of Diclofenac can be decreased when combined with Dasabuvir.
3054,56640146,DB09183,Dasabuvir,DB00255,Diethylstilbestrol,The risk or severity of liver enzyme elevations can be increased when Diethylstilbestrol is combined with Dasabuvir.
3100,56640146,DB09183,Dasabuvir,DB01075,Diphenhydramine,The metabolism of Dasabuvir can be decreased when combined with Diphenhydramine.
3121,56640146,DB09183,Dasabuvir,DB00313,Valproic acid,The metabolism of Valproic acid can be decreased when combined with Dasabuvir.
3151,56640146,DB09183,Dasabuvir,DB01184,Domperidone,The metabolism of Dasabuvir can be decreased when combined with Domperidone.
3152,56640146,DB09183,Dasabuvir,DB00843,Donepezil,Dasabuvir may decrease the excretion rate of Donepezil which could result in a higher serum level.
3157,56640146,DB09183,Dasabuvir,DB00590,Doxazosin,The metabolism of Dasabuvir can be decreased when combined with Doxazosin.
3241,56640146,DB09183,Dasabuvir,DB00751,Epinastine,The metabolism of Dasabuvir can be decreased when combined with Epinastine.
3333,56640146,DB09183,Dasabuvir,DB01023,Felodipine,The metabolism of Dasabuvir can be decreased when combined with Felodipine.
3337,56640146,DB09183,Dasabuvir,DB00574,Fenfluramine,The metabolism of Dasabuvir can be decreased when combined with Fenfluramine.
3339,56640146,DB09183,Dasabuvir,DB01039,Fenofibrate,The metabolism of Dasabuvir can be decreased when combined with Fenofibrate.
3348,56640146,DB09183,Dasabuvir,DB00950,Fexofenadine,The serum concentration of Dasabuvir can be increased when it is combined with Fexofenadine.
3356,56640146,DB09183,Dasabuvir,DB01195,Flecainide,The metabolism of Flecainide can be decreased when combined with Dasabuvir.
3365,56640146,DB09183,Dasabuvir,DB00196,Fluconazole,The metabolism of Dasabuvir can be decreased when combined with Fluconazole.
3372,56640146,DB09183,Dasabuvir,DB00623,Fluphenazine,The metabolism of Dasabuvir can be decreased when combined with Fluphenazine.
3385,56640146,DB09183,Dasabuvir,DB00544,Fluorouracil,The metabolism of Fluorouracil can be decreased when combined with Dasabuvir.
3386,56640146,DB09183,Dasabuvir,DB00472,Fluoxetine,The serum concentration of Dasabuvir can be increased when it is combined with Fluoxetine.
3394,56640146,DB09183,Dasabuvir,DB00712,Flurbiprofen,The metabolism of Flurbiprofen can be decreased when combined with Dasabuvir.
3404,56640146,DB09183,Dasabuvir,DB00176,Fluvoxamine,The metabolism of Dasabuvir can be decreased when combined with Fluvoxamine.
3410,56640146,DB09183,Dasabuvir,DB00983,Formoterol,The metabolism of Dasabuvir can be decreased when combined with Formoterol.
3440,56640146,DB09183,Dasabuvir,DB00695,Furosemide,The metabolism of Furosemide can be decreased when combined with Dasabuvir.
3463,56640146,DB09183,Dasabuvir,DB01241,Gemfibrozil,The serum concentration of Dasabuvir can be increased when it is combined with Gemfibrozil.
3478,56640146,DB09183,Dasabuvir,DB01067,Glipizide,The metabolism of Glipizide can be decreased when combined with Dasabuvir.
3488,56640146,DB09183,Dasabuvir,DB01016,Glyburide,Dasabuvir may decrease the excretion rate of Glyburide which could result in a higher serum level.
3559,56640146,DB09183,Dasabuvir,DB00502,Haloperidol,The serum concentration of Haloperidol can be increased when it is combined with Dasabuvir.
3652,56640146,DB09183,Dasabuvir,DB01611,Hydroxychloroquine,The metabolism of Dasabuvir can be decreased when combined with Hydroxychloroquine.
3658,56640146,DB09183,Dasabuvir,DB00557,Hydroxyzine,The metabolism of Dasabuvir can be decreased when combined with Hydroxyzine.
3672,56640146,DB09183,Dasabuvir,DB01050,Ibuprofen,The metabolism of Ibuprofen can be decreased when combined with Dasabuvir.
3676,56640146,DB09183,Dasabuvir,DB00281,Lidocaine,The metabolism of Dasabuvir can be decreased when combined with Lidocaine.
3690,56640146,DB09183,Dasabuvir,DB01181,Ifosfamide,The metabolism of Dasabuvir can be increased when combined with Ifosfamide.
3696,56640146,DB09183,Dasabuvir,DB00458,Imipramine,The metabolism of Dasabuvir can be decreased when combined with Imipramine.
3715,56640146,DB09183,Dasabuvir,DB00328,Indomethacin,The metabolism of Indomethacin can be decreased when combined with Dasabuvir.
3748,56640146,DB09183,Dasabuvir,DB04818,Iproniazid,The metabolism of Dasabuvir can be decreased when combined with Iproniazid.
3749,56640146,DB09183,Dasabuvir,DB01029,Irbesartan,The metabolism of Dasabuvir can be decreased when combined with Irbesartan.
3767,56640146,DB09183,Dasabuvir,DB00951,Isoniazid,The metabolism of Dasabuvir can be decreased when combined with Isoniazid.
3784,56640146,DB09183,Dasabuvir,DB00270,Isradipine,The metabolism of Dasabuvir can be decreased when combined with Isradipine.
3821,56640146,DB09183,Dasabuvir,DB01221,Ketamine,The metabolism of Dasabuvir can be decreased when combined with Ketamine.
3823,56640146,DB09183,Dasabuvir,DB01026,Ketoconazole,The metabolism of Dasabuvir can be decreased when combined with Ketoconazole.
3825,56640146,DB09183,Dasabuvir,DB01009,Ketoprofen,The metabolism of Ketoprofen can be decreased when combined with Dasabuvir.
3826,56640146,DB09183,Dasabuvir,DB00465,Ketorolac,The metabolism of Dasabuvir can be decreased when combined with Ketorolac.
3869,56640146,DB09183,Dasabuvir,DB00598,Labetalol,The metabolism of Labetalol can be decreased when combined with Dasabuvir.
3878,56640146,DB09183,Dasabuvir,DB00555,Lamotrigine,The metabolism of Lamotrigine can be decreased when combined with Dasabuvir.
3883,56640146,DB09183,Dasabuvir,DB00448,Lansoprazole,The metabolism of Dasabuvir can be decreased when combined with Lansoprazole.
3899,56640146,DB09183,Dasabuvir,DB01097,Leflunomide,Dasabuvir may decrease the excretion rate of Leflunomide which could result in a higher serum level.
3955,56640146,DB09183,Dasabuvir,DB00836,Loperamide,The metabolism of Dasabuvir can be decreased when combined with Loperamide.
3957,56640146,DB09183,Dasabuvir,DB00455,Loratadine,The metabolism of Dasabuvir can be decreased when combined with Loratadine.
3964,56640146,DB09183,Dasabuvir,DB00408,Loxapine,The serum concentration of Dasabuvir can be increased when it is combined with Loxapine.
4008,56640146,DB09183,Dasabuvir,DB09238,Manidipine,The metabolism of Dasabuvir can be decreased when combined with Manidipine.
4011,56640146,DB09183,Dasabuvir,DB00934,Maprotiline,The metabolism of Dasabuvir can be decreased when combined with Maprotiline.
4034,56640146,DB09183,Dasabuvir,DB00737,Meclizine,The metabolism of Dasabuvir can be decreased when combined with Meclizine.
4046,56640146,DB09183,Dasabuvir,DB00358,Mefloquine,The serum concentration of Dasabuvir can be increased when it is combined with Mefloquine.
4060,56640146,DB09183,Dasabuvir,DB00532,Mephenytoin,The metabolism of Dasabuvir can be decreased when combined with Mephenytoin.
4066,56640146,DB09183,Dasabuvir,DB01071,Mequitazine,The metabolism of Dasabuvir can be decreased when combined with Mequitazine.
4078,56640146,DB09183,Dasabuvir,DB00933,Mesoridazine,The metabolism of Dasabuvir can be decreased when combined with Mesoridazine.
4095,56640146,DB09183,Dasabuvir,DB00333,Methadone,The metabolism of Dasabuvir can be decreased when combined with Methadone.
4116,56640146,DB09183,Dasabuvir,DB01028,Methoxyflurane,The metabolism of Dasabuvir can be decreased when combined with Methoxyflurane.
4168,56640146,DB09183,Dasabuvir,DB01233,Metoclopramide,The metabolism of Dasabuvir can be decreased when combined with Metoclopramide.
4171,56640146,DB09183,Dasabuvir,DB00264,Metoprolol,The metabolism of Dasabuvir can be decreased when combined with Metoprolol.
4173,56640146,DB09183,Dasabuvir,DB00916,Metronidazole,The metabolism of Metronidazole can be decreased when combined with Dasabuvir.
4178,56640146,DB09183,Dasabuvir,DB00379,Mexiletine,The metabolism of Dasabuvir can be decreased when combined with Mexiletine.
4184,56640146,DB09183,Dasabuvir,DB06148,Mianserin,The metabolism of Dasabuvir can be decreased when combined with Mianserin.
4189,56640146,DB09183,Dasabuvir,DB01110,Miconazole,The metabolism of Dasabuvir can be decreased when combined with Miconazole.
4192,56640146,DB09183,Dasabuvir,DB00683,Midazolam,The serum concentration of Dasabuvir can be increased when it is combined with Midazolam.
4199,56640146,DB09183,Dasabuvir,DB00805,Minaprine,The metabolism of Dasabuvir can be decreased when combined with Minaprine.
4201,56640146,DB09183,Dasabuvir,DB00350,Minoxidil,The metabolism of Minoxidil can be decreased when combined with Dasabuvir.
4205,56640146,DB09183,Dasabuvir,DB00370,Mirtazapine,The metabolism of Dasabuvir can be decreased when combined with Mirtazapine.
4211,56640146,DB09183,Dasabuvir,DB00648,Mitotane,The metabolism of Dasabuvir can be increased when combined with Mitotane.
4212,56640146,DB09183,Dasabuvir,DB01204,Mitoxantrone,Dasabuvir may decrease the excretion rate of Mitoxantrone which could result in a higher serum level.
4235,56640146,DB09183,Dasabuvir,DB01171,Moclobemide,The metabolism of Dasabuvir can be decreased when combined with Moclobemide.
4449,56640146,DB09183,Dasabuvir,DB01149,Nefazodone,The metabolism of Dasabuvir can be decreased when combined with Nefazodone.
4463,56640146,DB09183,Dasabuvir,DB00238,Nevirapine,The metabolism of Dasabuvir can be decreased when combined with Nevirapine.
4474,56640146,DB09183,Dasabuvir,DB00622,Nicardipine,The metabolism of Dasabuvir can be decreased when combined with Nicardipine.
4485,56640146,DB09183,Dasabuvir,DB01115,Nifedipine,The metabolism of Dasabuvir can be decreased when combined with Nifedipine.
4493,56640146,DB09183,Dasabuvir,DB00665,Nilutamide,The metabolism of Dasabuvir can be decreased when combined with Nilutamide.
4494,56640146,DB09183,Dasabuvir,DB06712,Nilvadipine,The metabolism of Dasabuvir can be decreased when combined with Nilvadipine.
4543,56640146,DB09183,Dasabuvir,DB00540,Nortriptyline,The metabolism of Nortriptyline can be decreased when combined with Dasabuvir.
4585,56640146,DB09183,Dasabuvir,DB00334,Olanzapine,The metabolism of Dasabuvir can be decreased when combined with Olanzapine.
4595,56640146,DB09183,Dasabuvir,DB00904,Ondansetron,The metabolism of Dasabuvir can be decreased when combined with Ondansetron.
4601,56640146,DB09183,Dasabuvir,DB01173,Orphenadrine,The metabolism of Dasabuvir can be decreased when combined with Orphenadrine.
4612,56640146,DB09183,Dasabuvir,DB01096,Oxamniquine,The metabolism of Dasabuvir can be decreased when combined with Oxamniquine.
4631,56640146,DB09183,Dasabuvir,DB01580,Oxprenolol,The metabolism of Dasabuvir can be decreased when combined with Oxprenolol.
4634,56640146,DB09183,Dasabuvir,DB01062,Oxybutynin,The metabolism of Dasabuvir can be decreased when combined with Oxybutynin.
4735,56640146,DB09183,Dasabuvir,DB00738,Pentamidine,The metabolism of Dasabuvir can be decreased when combined with Pentamidine.
4737,56640146,DB09183,Dasabuvir,DB00312,Pentobarbital,The metabolism of Dasabuvir can be increased when combined with Pentobarbital.
4746,56640146,DB09183,Dasabuvir,DB01074,Perhexiline,The metabolism of Dasabuvir can be decreased when combined with Perhexiline.
4748,56640146,DB09183,Dasabuvir,DB00850,Perphenazine,The metabolism of Dasabuvir can be decreased when combined with Perphenazine.
4754,56640146,DB09183,Dasabuvir,DB03783,Phenacetin,The metabolism of Dasabuvir can be decreased when combined with Phenacetin.
4763,56640146,DB09183,Dasabuvir,DB01174,Phenobarbital,The metabolism of Dasabuvir can be increased when combined with Phenobarbital.
4775,56640146,DB09183,Dasabuvir,DB06819,Phenylbutyric acid,The metabolism of Dasabuvir can be decreased when combined with Phenylbutyric acid.
4828,56640146,DB09183,Dasabuvir,DB00960,Pindolol,The metabolism of Dasabuvir can be decreased when combined with Pindolol.
4829,56640146,DB09183,Dasabuvir,DB01132,Pioglitazone,The metabolism of Dasabuvir can be decreased when combined with Pioglitazone.
4837,56640146,DB09183,Dasabuvir,DB00592,Piperazine,The metabolism of Dasabuvir can be decreased when combined with Piperazine.
4883,56640146,DB09183,Dasabuvir,DB01297,Practolol,The metabolism of Dasabuvir can be decreased when combined with Practolol.
4893,56640146,DB09183,Dasabuvir,DB00457,Prazosin,Dasabuvir may decrease the excretion rate of Prazosin which could result in a higher serum level.
4908,56640146,DB09183,Dasabuvir,DB01087,Primaquine,The metabolism of Dasabuvir can be decreased when combined with Primaquine.
4909,56640146,DB09183,Dasabuvir,DB00794,Primidone,The metabolism of Dasabuvir can be increased when combined with Primidone.
4911,56640146,DB09183,Dasabuvir,DB01032,Probenecid,The metabolism of Dasabuvir can be increased when combined with Probenecid.
4913,56640146,DB09183,Dasabuvir,DB01035,Procainamide,The metabolism of Procainamide can be decreased when combined with Dasabuvir.
4917,56640146,DB09183,Dasabuvir,DB00433,Prochlorperazine,The metabolism of Dasabuvir can be decreased when combined with Prochlorperazine.
4923,56640146,DB09183,Dasabuvir,DB01131,Proguanil,The metabolism of Dasabuvir can be decreased when combined with Proguanil.
4926,56640146,DB09183,Dasabuvir,DB00420,Promazine,The metabolism of Dasabuvir can be decreased when combined with Promazine.
4927,56640146,DB09183,Dasabuvir,DB01069,Promethazine,The metabolism of Dasabuvir can be decreased when combined with Promethazine.
4932,56640146,DB09183,Dasabuvir,DB01182,Propafenone,The metabolism of Dasabuvir can be decreased when combined with Propafenone.
4943,56640146,DB09183,Dasabuvir,DB00818,Propofol,The metabolism of Propofol can be decreased when combined with Dasabuvir.
4946,56640146,DB09183,Dasabuvir,DB00571,Propranolol,The metabolism of Dasabuvir can be decreased when combined with Propranolol.
4992,56640146,DB09183,Dasabuvir,DB06691,Mepyramine,The metabolism of Dasabuvir can be decreased when combined with Mepyramine.
4993,56640146,DB09183,Dasabuvir,DB00205,Pyrimethamine,The metabolism of Dasabuvir can be decreased when combined with Pyrimethamine.
5002,56640146,DB09183,Dasabuvir,DB01224,Quetiapine,The metabolism of Dasabuvir can be decreased when combined with Quetiapine.
5035,56640146,DB09183,Dasabuvir,DB00481,Raloxifene,Dasabuvir may decrease the excretion rate of Raloxifene which could result in a higher serum level.
5070,56640146,DB09183,Dasabuvir,DB00740,Riluzole,Dasabuvir may decrease the excretion rate of Riluzole which could result in a higher serum level.
5073,56640146,DB09183,Dasabuvir,DB00734,Risperidone,The metabolism of Dasabuvir can be decreased when combined with Risperidone.
5074,56640146,DB09183,Dasabuvir,DB12693,Ritanserin,The metabolism of Dasabuvir can be decreased when combined with Ritanserin.
5090,56640146,DB09183,Dasabuvir,DB00533,Rofecoxib,The metabolism of Dasabuvir can be decreased when combined with Rofecoxib.
5152,56640146,DB09183,Dasabuvir,DB00938,Salmeterol,The metabolism of Dasabuvir can be decreased when combined with Salmeterol.
5193,56640146,DB09183,Dasabuvir,DB00418,Secobarbital,The metabolism of Dasabuvir can be increased when combined with Secobarbital.
5212,56640146,DB09183,Dasabuvir,DB00203,Sildenafil,The serum concentration of Dasabuvir can be increased when it is combined with Sildenafil.
5215,56640146,DB09183,Dasabuvir,DB00359,Sulfadiazine,The metabolism of Dasabuvir can be decreased when combined with Sulfadiazine.
5253,56640146,DB09183,Dasabuvir,DB00489,Sotalol,The metabolism of Sotalol can be decreased when combined with Dasabuvir.
5291,56640146,DB09183,Dasabuvir,DB00619,Imatinib,The serum concentration of Dasabuvir can be increased when it is combined with Imatinib.
5335,56640146,DB09183,Dasabuvir,DB06729,Sulfaphenazole,The metabolism of Dasabuvir can be decreased when combined with Sulfaphenazole.
5358,56640146,DB09183,Dasabuvir,DB00669,Sumatriptan,Dasabuvir may decrease the excretion rate of Sumatriptan which could result in a higher serum level.
5381,56640146,DB09183,Dasabuvir,DB00799,Tazarotene,The metabolism of Dasabuvir can be decreased when combined with Tazarotene.
5386,56640146,DB09183,Dasabuvir,DB09256,Tegafur,The metabolism of Tegafur can be decreased when combined with Dasabuvir.
5405,56640146,DB09183,Dasabuvir,DB00342,Terfenadine,The metabolism of Dasabuvir can be decreased when combined with Terfenadine.
5452,56640146,DB09183,Dasabuvir,DB00679,Thioridazine,The metabolism of Dasabuvir can be decreased when combined with Thioridazine.
5472,56640146,DB09183,Dasabuvir,DB00208,Ticlopidine,The metabolism of Dasabuvir can be decreased when combined with Ticlopidine.
5505,56640146,DB09183,Dasabuvir,DB01124,Tolbutamide,The metabolism of Dasabuvir can be decreased when combined with Tolbutamide.
5530,56640146,DB09183,Dasabuvir,DB00752,Tranylcypromine,The metabolism of Dasabuvir can be decreased when combined with Tranylcypromine.
5533,56640146,DB09183,Dasabuvir,DB00656,Trazodone,The metabolism of Dasabuvir can be decreased when combined with Trazodone.
5576,56640146,DB09183,Dasabuvir,DB00347,Trimethadione,The metabolism of Dasabuvir can be decreased when combined with Trimethadione.
5578,56640146,DB09183,Dasabuvir,DB00440,Trimethoprim,The metabolism of Dasabuvir can be decreased when combined with Trimethoprim.
5584,56640146,DB09183,Dasabuvir,DB00726,Trimipramine,The metabolism of Trimipramine can be decreased when combined with Dasabuvir.
5587,56640146,DB09183,Dasabuvir,DB00792,Tripelennamine,The metabolism of Dasabuvir can be decreased when combined with Tripelennamine.
5591,56640146,DB09183,Dasabuvir,DB00197,Troglitazone,The metabolism of Dasabuvir can be decreased when combined with Troglitazone.
5625,56640146,DB09183,Dasabuvir,DB00705,Delavirdine,The metabolism of Dasabuvir can be decreased when combined with Delavirdine.
5656,56640146,DB09183,Dasabuvir,DB00285,Venlafaxine,The metabolism of Dasabuvir can be decreased when combined with Venlafaxine.
5666,56640146,DB09183,Dasabuvir,DB09185,Viloxazine,The metabolism of Dasabuvir can be decreased when combined with Viloxazine.
5732,56640146,DB09183,Dasabuvir,DB00425,Zolpidem,The metabolism of Dasabuvir can be decreased when combined with Zolpidem.
5734,56640146,DB09183,Dasabuvir,DB00909,Zonisamide,The serum concentration of Dasabuvir can be increased when it is combined with Zonisamide.
5735,56640146,DB09183,Dasabuvir,DB01198,Zopiclone,The metabolism of Dasabuvir can be decreased when combined with Zopiclone.
5743,56640146,DB09183,Dasabuvir,DB01234,Dexamethasone,The metabolism of Dasabuvir can be increased when combined with Dexamethasone.
5754,56640146,DB09183,Dasabuvir,DB00741,Hydrocortisone,The metabolism of Dasabuvir can be increased when combined with Hydrocortisone.
5756,56640146,DB09183,Dasabuvir,DB04573,Estriol,The risk or severity of liver enzyme elevations can be increased when Estriol is combined with Dasabuvir.
5757,56640146,DB09183,Dasabuvir,DB00783,Estradiol,The risk or severity of liver enzyme elevations can be increased when Estradiol is combined with Dasabuvir.
5761,56640146,DB09183,Dasabuvir,DB04829,Lysergic acid diethylamide,The metabolism of Dasabuvir can be decreased when combined with Lysergic acid diethylamide.
5770,56640146,DB09183,Dasabuvir,DB00206,Reserpine,The serum concentration of Dasabuvir can be increased when it is combined with Reserpine.
5819,56640146,DB09183,Dasabuvir,DB00451,Levothyroxine,The metabolism of Levothyroxine can be decreased when combined with Dasabuvir.
5826,56640146,DB09183,Dasabuvir,DB01576,Dextroamphetamine,The metabolism of Dasabuvir can be decreased when combined with Dextroamphetamine.
5870,56640146,DB09183,Dasabuvir,DB00655,Estrone,The risk or severity of liver enzyme elevations can be increased when Estrone is combined with Dasabuvir.
5920,56640146,DB09183,Dasabuvir,DB00279,Liothyronine,The metabolism of Liothyronine can be decreased when combined with Dasabuvir.
5978,56640146,DB09183,Dasabuvir,DB00541,Vincristine,Dasabuvir may decrease the excretion rate of Vincristine which could result in a higher serum level.
5991,56640146,DB09183,Dasabuvir,DB00977,Ethinylestradiol,The risk or severity of liver enzyme elevations can be increased when Ethinylestradiol is combined with Dasabuvir.
5994,56640146,DB09183,Dasabuvir,DB00396,Progesterone,The metabolism of Dasabuvir can be decreased when combined with Progesterone.
6005,56640146,DB09183,Dasabuvir,DB00714,Apomorphine,The metabolism of Dasabuvir can be decreased when combined with Apomorphine.
6009,56640146,DB09183,Dasabuvir,DB01424,Aminophenazone,The metabolism of Dasabuvir can be decreased when combined with Aminophenazone.
6013,56640146,DB09183,Dasabuvir,DB00624,Testosterone,Dasabuvir may decrease the excretion rate of Testosterone which could result in a higher serum level.
6018,56640146,DB09183,Dasabuvir,DB04844,Tetrabenazine,The metabolism of Dasabuvir can be decreased when combined with Tetrabenazine.
