cid2,cid,dbid,name,dbid2,name2,descr
2712,1775,DB00252,Phenytoin,DB00475,Chlordiazepoxide,The serum concentration of Phenytoin can be increased when it is combined with Chlordiazepoxide.
2717,1775,DB00252,Phenytoin,DB01178,Chlormezanone,The risk or severity of CNS depression can be increased when Phenytoin is combined with Chlormezanone.
2719,1775,DB00252,Phenytoin,DB00608,Chloroquine,The metabolism of Phenytoin can be decreased when combined with Chloroquine.
2725,1775,DB00252,Phenytoin,DB01114,Chlorpheniramine,The serum concentration of Phenytoin can be increased when it is combined with Chlorpheniramine.
2726,1775,DB00252,Phenytoin,DB00477,Chlorpromazine,The metabolism of Chlorpromazine can be increased when combined with Phenytoin.
2727,1775,DB00252,Phenytoin,DB00672,Chlorpropamide,Phenytoin may decrease the hypoglycemic activities of Chlorpropamide.
2733,1775,DB00252,Phenytoin,DB00356,Chlorzoxazone,The metabolism of Chlorzoxazone can be increased when combined with Phenytoin.
2750,1775,DB00252,Phenytoin,DB09201,Ciglitazone,The metabolism of Phenytoin can be decreased when combined with Ciglitazone.
2754,1775,DB00252,Phenytoin,DB01166,Cilostazol,The metabolism of Cilostazol can be increased when combined with Phenytoin.
2756,1775,DB00252,Phenytoin,DB00501,Cimetidine,The serum concentration of Phenytoin can be increased when it is combined with Cimetidine.
2761,1775,DB00252,Phenytoin,DB00568,Cinnarizine,The metabolism of Cinnarizine can be increased when combined with Phenytoin.
2763,1775,DB00252,Phenytoin,DB09064,Ciprofibrate,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Phenytoin is combined with Ciprofibrate."
2764,1775,DB00252,Phenytoin,DB00537,Ciprofloxacin,The therapeutic efficacy of Phenytoin can be decreased when used in combination with Ciprofloxacin.
2767,1775,DB00252,Phenytoin,DB00515,Cisplatin,Cisplatin can cause a decrease in the absorption of Phenytoin resulting in a reduced serum concentration and potentially a decrease in efficacy.
2771,1775,DB00252,Phenytoin,DB00215,Citalopram,The metabolism of Citalopram can be increased when combined with Phenytoin.
2784,1775,DB00252,Phenytoin,DB00771,Clidinium,The risk or severity of CNS depression can be increased when Phenytoin is combined with Clidinium.
2789,1775,DB00252,Phenytoin,DB00349,Clobazam,The serum concentration of Phenytoin can be increased when it is combined with Clobazam.
2794,1775,DB00252,Phenytoin,DB00845,Clofazimine,The metabolism of Phenytoin can be decreased when combined with Clofazimine.
2796,1775,DB00252,Phenytoin,DB00636,Clofibrate,The metabolism of Clofibrate can be increased when combined with Phenytoin.
2801,1775,DB00252,Phenytoin,DB01242,Clomipramine,The metabolism of Clomipramine can be increased when combined with Phenytoin.
2802,1775,DB00252,Phenytoin,DB01068,Clonazepam,The metabolism of Clonazepam can be increased when combined with Phenytoin.
2803,1775,DB00252,Phenytoin,DB00575,Clonidine,The risk or severity of sedation can be increased when Clonidine is combined with Phenytoin.
2809,1775,DB00252,Phenytoin,DB00628,Clorazepic acid,The metabolism of Clorazepic acid can be increased when combined with Phenytoin.
2811,1775,DB00252,Phenytoin,DB01559,Clotiazepam,The metabolism of Clotiazepam can be increased when combined with Phenytoin.
2816,1775,DB00252,Phenytoin,DB01553,Cloxazolam,The serum concentration of Phenytoin can be increased when it is combined with Cloxazolam.
2818,1775,DB00252,Phenytoin,DB00363,Clozapine,The serum concentration of Clozapine can be decreased when it is combined with Phenytoin.
2833,1775,DB00252,Phenytoin,DB01394,Colchicine,The metabolism of Colchicine can be increased when combined with Phenytoin.
2893,1775,DB00252,Phenytoin,DB04838,Cyclandelate,The metabolism of Cyclandelate can be increased when combined with Phenytoin.
2895,1775,DB00252,Phenytoin,DB00924,Cyclobenzaprine,The risk or severity of CNS depression can be increased when Cyclobenzaprine is combined with Phenytoin.
2907,1775,DB00252,Phenytoin,DB00531,Cyclophosphamide,The metabolism of Cyclophosphamide can be increased when combined with Phenytoin.
2913,1775,DB00252,Phenytoin,DB00434,Cyproheptadine,The risk or severity of CNS depression can be increased when Phenytoin is combined with Cyproheptadine.
2955,1775,DB00252,Phenytoin,DB00250,Dapsone,The risk or severity of methemoglobinemia can be increased when Dapsone is combined with Phenytoin.
2966,1775,DB00252,Phenytoin,DB04840,Debrisoquine,The metabolism of Debrisoquine can be decreased when combined with Phenytoin.
2968,1775,DB00252,Phenytoin,DB01245,Decamethonium,The therapeutic efficacy of Decamethonium can be decreased when used in combination with Phenytoin.
2972,1775,DB00252,Phenytoin,DB08826,Deferiprone,The serum concentration of Deferiprone can be increased when it is combined with Phenytoin.
2995,1775,DB00252,Phenytoin,DB01151,Desipramine,The metabolism of Phenytoin can be decreased when combined with Desipramine.
2997,1775,DB00252,Phenytoin,DB14028,Nordazepam,The serum concentration of Phenytoin can be increased when it is combined with Nordazepam.
3007,1775,DB00252,Phenytoin,DB00182,Amphetamine,The therapeutic efficacy of Phenytoin can be decreased when used in combination with Amphetamine.
3016,1775,DB00252,Phenytoin,DB00829,Diazepam,The serum concentration of Phenytoin can be decreased when it is combined with Diazepam.
3019,1775,DB00252,Phenytoin,DB01119,Diazoxide,The serum concentration of Phenytoin can be decreased when it is combined with Diazoxide.
3025,1775,DB00252,Phenytoin,DB00527,Cinchocaine,The risk or severity of methemoglobinemia can be increased when Phenytoin is combined with Cinchocaine.
3033,1775,DB00252,Phenytoin,DB00586,Diclofenac,The serum concentration of Phenytoin can be increased when it is combined with Diclofenac.
3038,1775,DB00252,Phenytoin,DB01144,Diclofenamide,The risk or severity of osteomalacia can be increased when Diclofenamide is combined with Phenytoin.
3054,1775,DB00252,Phenytoin,DB00255,Diethylstilbestrol,The serum concentration of Diethylstilbestrol can be decreased when it is combined with Phenytoin.
3059,1775,DB00252,Phenytoin,DB00861,Diflunisal,The serum concentration of Phenytoin can be increased when it is combined with Diflunisal.
3100,1775,DB00252,Phenytoin,DB01075,Diphenhydramine,The risk or severity of methemoglobinemia can be increased when Phenytoin is combined with Diphenhydramine.
3114,1775,DB00252,Phenytoin,DB00280,Disopyramide,The serum concentration of Disopyramide can be decreased when it is combined with Phenytoin.
3117,1775,DB00252,Phenytoin,DB00822,Disulfiram,The serum concentration of Phenytoin can be increased when it is combined with Disulfiram.
3121,1775,DB00252,Phenytoin,DB00313,Valproic acid,The serum concentration of Phenytoin can be decreased when it is combined with Valproic acid.
3151,1775,DB00252,Phenytoin,DB01184,Domperidone,The metabolism of Phenytoin can be decreased when combined with Domperidone.
3152,1775,DB00252,Phenytoin,DB00843,Donepezil,The metabolism of Donepezil can be increased when combined with Phenytoin.
3157,1775,DB00252,Phenytoin,DB00590,Doxazosin,The metabolism of Doxazosin can be increased when combined with Phenytoin.
3162,1775,DB00252,Phenytoin,DB00366,Doxylamine,Doxylamine may increase the central nervous system depressant (CNS depressant) activities of Phenytoin.
3168,1775,DB00252,Phenytoin,DB00450,Droperidol,Droperidol may increase the central nervous system depressant (CNS depressant) activities of Phenytoin.
3180,1775,DB00252,Phenytoin,DB00645,Dyclonine,The risk or severity of methemoglobinemia can be increased when Phenytoin is combined with Dyclonine.
3182,1775,DB00252,Phenytoin,DB00651,Dyphylline,The serum concentration of Dyphylline can be decreased when it is combined with Phenytoin.
3191,1775,DB00252,Phenytoin,DB11742,Ebastine,The metabolism of Ebastine can be increased when combined with Phenytoin.
3194,1775,DB00252,Phenytoin,DB12610,Ebselen,The serum concentration of Phenytoin can be increased when it is combined with Ebselen.
3226,1775,DB00252,Phenytoin,DB00228,Enflurane,The risk or severity of CNS depression can be increased when Enflurane is combined with Phenytoin.
3236,1775,DB00252,Phenytoin,DB08992,Eperisone,The metabolism of Eperisone can be increased when combined with Phenytoin.
3241,1775,DB00252,Phenytoin,DB00751,Epinastine,The metabolism of Epinastine can be increased when combined with Phenytoin.
3242,1775,DB00252,Phenytoin,DB08991,Epirizole,The serum concentration of Phenytoin can be increased when it is combined with Epirizole.
3261,1775,DB00252,Phenytoin,DB01215,Estazolam,The metabolism of Estazolam can be increased when combined with Phenytoin.
3282,1775,DB00252,Phenytoin,DB13544,Ethenzamide,The serum concentration of Phenytoin can be increased when it is combined with Ethenzamide.
3283,1775,DB00252,Phenytoin,DB13598,Diethyl ether,The risk or severity of CNS depression can be increased when Phenytoin is combined with Diethyl ether.
3291,1775,DB00252,Phenytoin,DB00593,Ethosuximide,The serum concentration of Phenytoin can be increased when it is combined with Ethosuximide.
3292,1775,DB00252,Phenytoin,DB00754,Ethotoin,The risk or severity of CNS depression can be increased when Phenytoin is combined with Ethotoin.
3295,1775,DB00252,Phenytoin,DB00311,Ethoxzolamide,The risk or severity of osteomalacia can be increased when Ethoxzolamide is combined with Phenytoin.
3299,1775,DB00252,Phenytoin,DB01545,Ethyl loflazepate,The serum concentration of Phenytoin can be increased when it is combined with Ethyl loflazepate.
3307,1775,DB00252,Phenytoin,DB09166,Etizolam,The metabolism of Etizolam can be increased when combined with Phenytoin.
3308,1775,DB00252,Phenytoin,DB00749,Etodolac,The serum concentration of Phenytoin can be increased when it is combined with Etodolac.
3331,1775,DB00252,Phenytoin,DB00949,Felbamate,The serum concentration of Phenytoin can be increased when it is combined with Felbamate.
3333,1775,DB00252,Phenytoin,DB01023,Felodipine,The metabolism of Phenytoin can be decreased when combined with Felodipine.
3335,1775,DB00252,Phenytoin,DB08981,Fenbufen,The serum concentration of Phenytoin can be increased when it is combined with Fenbufen.
3336,1775,DB00252,Phenytoin,DB08980,Fendiline,The metabolism of Fendiline can be increased when combined with Phenytoin.
3337,1775,DB00252,Phenytoin,DB00574,Fenfluramine,The serum concentration of Fenfluramine can be decreased when it is combined with Phenytoin.
3339,1775,DB00252,Phenytoin,DB01039,Fenofibrate,The metabolism of Fenofibrate can be increased when combined with Phenytoin.
3342,1775,DB00252,Phenytoin,DB00573,Fenoprofen,The serum concentration of Phenytoin can be increased when it is combined with Fenoprofen.
3345,1775,DB00252,Phenytoin,DB00813,Fentanyl,The metabolism of Fentanyl can be increased when combined with Phenytoin.
3356,1775,DB00252,Phenytoin,DB01195,Flecainide,The metabolism of Flecainide can be decreased when combined with Phenytoin.
3365,1775,DB00252,Phenytoin,DB00196,Fluconazole,The serum concentration of Phenytoin can be increased when it is combined with Fluconazole.
3366,1775,DB00252,Phenytoin,DB01099,Flucytosine,The serum concentration of Phenytoin can be increased when it is combined with Flucytosine.
3369,1775,DB00252,Phenytoin,DB01567,Fludiazepam,The serum concentration of Phenytoin can be increased when it is combined with Fludiazepam.
3372,1775,DB00252,Phenytoin,DB00623,Fluphenazine,The serum concentration of Phenytoin can be increased when it is combined with Fluphenazine.
3380,1775,DB00252,Phenytoin,DB01544,Flunitrazepam,The metabolism of Flunitrazepam can be increased when combined with Phenytoin.
3385,1775,DB00252,Phenytoin,DB00544,Fluorouracil,The serum concentration of Phenytoin can be increased when it is combined with Fluorouracil.
3386,1775,DB00252,Phenytoin,DB00472,Fluoxetine,The risk or severity of Anticonvulsant Toxicity can be increased when Fluoxetine is combined with Phenytoin.
3393,1775,DB00252,Phenytoin,DB00690,Flurazepam,The metabolism of Flurazepam can be increased when combined with Phenytoin.
3394,1775,DB00252,Phenytoin,DB00712,Flurbiprofen,The serum concentration of Phenytoin can be increased when it is combined with Flurbiprofen.
3395,1775,DB00252,Phenytoin,DB14938,Flurbiprofen axetil,The serum concentration of Phenytoin can be increased when it is combined with Flurbiprofen axetil.
3396,1775,DB00252,Phenytoin,DB04842,Fluspirilene,The metabolism of Fluspirilene can be increased when combined with Phenytoin.
3397,1775,DB00252,Phenytoin,DB00499,Flutamide,The metabolism of Flutamide can be increased when combined with Phenytoin.
3404,1775,DB00252,Phenytoin,DB00176,Fluvoxamine,The serum concentration of Phenytoin can be increased when it is combined with Fluvoxamine.
3406,1775,DB00252,Phenytoin,DB01213,Fomepizole,The metabolism of Phenytoin can be decreased when combined with Fomepizole.
3410,1775,DB00252,Phenytoin,DB00983,Formoterol,The metabolism of Formoterol can be increased when combined with Phenytoin.
3435,1775,DB00252,Phenytoin,DB00614,Furazolidone,The risk or severity of CNS depression can be increased when Phenytoin is combined with Furazolidone.
3440,1775,DB00252,Phenytoin,DB00695,Furosemide,Phenytoin may decrease the diuretic activities of Furosemide.
3446,1775,DB00252,Phenytoin,DB00996,Gabapentin,The risk or severity of CNS depression can be increased when Phenytoin is combined with Gabapentin.
3448,1775,DB00252,Phenytoin,DB06554,Gaboxadol,The risk or severity of CNS depression can be increased when Phenytoin is combined with Gaboxadol.
3454,1775,DB00252,Phenytoin,DB01004,Ganciclovir,"The risk or severity of myopathy, rhabdomyolysis, and myoglobinuria can be increased when Phenytoin is combined with Ganciclovir."
3455,1775,DB00252,Phenytoin,DB03701,Vanoxerine,The metabolism of Vanoxerine can be increased when combined with Phenytoin.
3463,1775,DB00252,Phenytoin,DB01241,Gemfibrozil,The metabolism of Phenytoin can be decreased when combined with Gemfibrozil.
3475,1775,DB00252,Phenytoin,DB01120,Gliclazide,The therapeutic efficacy of Gliclazide can be decreased when used in combination with Phenytoin.
3476,1775,DB00252,Phenytoin,DB00222,Glimepiride,The therapeutic efficacy of Glimepiride can be decreased when used in combination with Phenytoin.
3478,1775,DB00252,Phenytoin,DB01067,Glipizide,The therapeutic efficacy of Glipizide can be decreased when used in combination with Phenytoin.
3487,1775,DB00252,Phenytoin,DB01437,Glutethimide,The risk or severity of CNS depression can be increased when Phenytoin is combined with Glutethimide.
3488,1775,DB00252,Phenytoin,DB01016,Glyburide,The therapeutic efficacy of Glyburide can be decreased when used in combination with Phenytoin.
3503,1775,DB00252,Phenytoin,DB13044,Gossypol,The metabolism of Gossypol can be increased when combined with Phenytoin.
3519,1775,DB00252,Phenytoin,DB01018,Guanfacine,The metabolism of Guanfacine can be increased when combined with Phenytoin.
